Gene,Sample_1,Sample_2
ENSG00000100852,438.302834748,371.0469964806
ENSG00000100865,422.41949321,498.377345854
ENSG00000100867,40.980292292,43.2442049428
ENSG00000100883,1070.856631212,1383.001578589
ENSG00000100884,19.7337537918,24.1210133308
ENSG00000100888,948.510679724,975.690822285
ENSG00000100889,495.493142312,568.192597914
ENSG00000100890,1229.231357298,1105.07414338
ENSG00000100897,970.93773401,918.050754374
ENSG00000100902,2529.0732514056,3334.30361833
ENSG00000100906,10818.73099862,10721.12499196
ENSG00000100918,733.948009205,759.614084453
ENSG00000100926,480.036724562,566.974853041
ENSG00000100934,476.415294373,493.317576535
ENSG00000100938,538.2030674778,609.424205688
ENSG00000100941,1031.163653833,1001.222458574
ENSG00000100949,249.2281455984,290.564243859
ENSG00000100968,140.0009457311,140.410516426
ENSG00000100979,309.1912756807,372.938106261
ENSG00000100982,592.819962806,551.441341063
ENSG00000100983,508.039012909,588.022983422
ENSG00000100985,928.25225896,606.90262385
ENSG00000100987,17.2844823738,22.9154008372
ENSG00000100991,347.564141286,476.219662158
ENSG00000100994,48.8210662641,44.992216498
ENSG00000101000,68.7489028619,85.9007993741
ENSG00000101003,278.6040548175,277.448216858
ENSG00000101004,280.5769739393,267.7554615268
ENSG00000101017,829.716492987,1144.937743074
ENSG00000101040,735.474207932,743.615520408
ENSG00000101049,60.8311380855,71.1152791611
ENSG00000101052,907.971697339,834.665211109
ENSG00000101057,177.4231048487,217.9845011298
ENSG00000101076,27.3809448843,27.5793714594
ENSG00000101079,833.511989769,680.232155565
ENSG00000101084,3839.6588353,4456.30558369
ENSG00000101109,322.523708239,337.106335173
ENSG00000101126,1389.699406995,1312.630607181
ENSG00000101132,401.453311314,432.287928879
ENSG00000101134,524.1208741653,459.1511133206
ENSG00000101138,202.0810766854,214.588226921
ENSG00000101144,62.0529671217,73.439991812
ENSG00000101146,949.314241418,994.610683624
ENSG00000101150,406.117628926,468.878443979
ENSG00000101160,282.3192118604,362.549026982
ENSG00000101161,345.859819496,334.506582114
ENSG00000101162,30.7292798117,34.3551526446
ENSG00000101180,26.8568177981,27.0867664662
ENSG00000101182,1110.013192346,1339.544163956
ENSG00000101187,233.6686897423,331.394144603
ENSG00000101188,19.7032237119,18.0099434434
ENSG00000101190,185.826184552,180.9153498913
ENSG00000101191,624.962400182,566.043760456
ENSG00000101194,823.7907401235,808.602797202
ENSG00000101197,205.5587563106,213.724907096
ENSG00000101199,528.438760825,573.479481012
ENSG00000101200,83.497930036,102.2549955407
ENSG00000101204,12.5579007903,14.7618483542
ENSG00000101210,92.0152901099,120.5346689097
ENSG00000101213,9.5583098314,10.8468020754
ENSG00000101216,739.804445095,738.701033597
ENSG00000101220,225.3937481722,238.2795615662
ENSG00000101222,205.715033052,226.156695618
ENSG00000101224,3116.991936693,2871.189763155
ENSG00000101236,206.8737543641,340.1392973393
ENSG00000101246,246.075227236,279.545132941
ENSG00000101255,600.889994841,617.421975446
ENSG00000101265,1537.315322119,1582.845685657
ENSG00000101266,602.339259005,679.147264255
ENSG00000101280,62.0855619535,68.900808553
ENSG00000101290,529.131420739,557.456258678
ENSG00000101298,120.0105736332,131.518971816
ENSG00000101310,734.556807913,888.938283984
ENSG00000101311,76.0054798542,65.9837169666
ENSG00000101323,173.2303083903,151.6086111594
ENSG00000101327,33.677221926,29.2190277482
ENSG00000101333,43.3015975028,37.0759878173
ENSG00000101335,12.1899739029,20.2791980571
ENSG00000101336,454.4943768838,1103.6452898905
ENSG00000101337,643.018420463,719.397936616
ENSG00000101343,327.972690287,379.673184802
ENSG00000101346,41.6419440282,42.5295329608
ENSG00000101347,869.901810047,1056.50950337
ENSG00000101350,381.849452293,344.805220653
ENSG00000101361,1020.160349044,1017.920389636
ENSG00000101365,1403.179568301,1335.323945423
ENSG00000101367,1857.80055372,2134.39627139
ENSG00000101384,98.7070601083,123.9302509488
ENSG00000101391,672.861644594,635.563537403
ENSG00000101400,283.984309837,255.484232467
ENSG00000101405,77.9887874336,71.9187447214
ENSG00000101407,351.6803803794,358.7248303619
ENSG00000101412,232.334748866,215.03869016
ENSG00000101417,934.528481047,862.99278892
ENSG00000101425,43.3538776919,123.5348947714
ENSG00000101439,836.479737128,2933.066058651
ENSG00000101440,52.6538441831,63.9264842255
ENSG00000101441,98.9415635269,109.3395315719
ENSG00000101442,487.866377498,425.822997957
ENSG00000101443,172.329879826,178.471603918
ENSG00000101444,711.210134711,724.956758157
ENSG00000101445,1010.9078560963,765.7457650561
ENSG00000101452,108.1422752986,138.8858880811
ENSG00000101470,37.3031797739,39.8412332421
ENSG00000101473,511.776870376,450.963328472
ENSG00000101542,12.2883492538,11.1092555481
ENSG00000101544,510.431554885,511.703116143
ENSG00000101546,222.3038715384,236.039613909
ENSG00000101557,1321.072417006,1247.052620753
ENSG00000101558,5184.15593048,5519.09201398
ENSG00000101574,499.285363987,449.306759067
ENSG00000101577,720.640211302,766.71983464
ENSG00000101596,1406.341397134,1218.684455963
ENSG00000101605,149.5073785219,149.9414166837
ENSG00000101608,5655.10971968,5097.44726705
ENSG00000101624,147.0444362721,154.8690912837
ENSG00000101638,14.5587333297,14.191582041
ENSG00000101639,312.0329840934,363.971992102
ENSG00000101654,285.556001005,305.075520044
ENSG00000101665,373.758857643,406.853626288
ENSG00000101670,171.3304641475,158.4032032475
ENSG00000101695,374.5887554851,279.4089898699
ENSG00000101745,530.04774444,532.411990084
ENSG00000101746,18.5752184508,15.8700294469
ENSG00000101751,162.918584549,184.040062688
ENSG00000101773,755.903388019,807.532530175
ENSG00000101782,1200.234209476,1166.110444898
ENSG00000101811,490.003027672,531.076642959
ENSG00000101825,228.7662891838,216.3334579073
ENSG00000101843,1010.279814905,1085.168545248
ENSG00000101844,670.115801971,694.255055269
ENSG00000101846,88.4740881876,94.9809674622
ENSG00000101849,317.8016796865,382.7437887345
ENSG00000101850,19.6192474465,18.9170124968
ENSG00000101856,571.678279883,629.840720939
ENSG00000101868,384.994532421,365.168185375
ENSG00000101871,69.1275245293,73.4602565328
ENSG00000101888,384.14949472,378.851620077
ENSG00000101890,19.6882815231,18.3717678557
ENSG00000101892,45.4690899289,47.7447607745
ENSG00000101901,321.243028853,332.960747427
ENSG00000101911,631.934055095,645.050232616
ENSG00000101916,68.4424251413,201.9306985669
ENSG00000101928,520.782450605,551.848987927
ENSG00000101935,401.469103167,366.755926782
ENSG00000101940,231.7422398022,265.317036171
ENSG00000101945,684.880909239,651.99653634
ENSG00000101951,133.2556437387,146.72705452740001
ENSG00000101955,98.549375828,99.7392170763
ENSG00000101958,159.0273498459,182.310026054
ENSG00000101966,112.809998218,129.2004318859
ENSG00000101972,1500.770884483,1489.515366501
ENSG00000101977,72.2373457684,72.8904935745
ENSG00000101981,102.8186444925,93.0173532652
ENSG00000101986,707.367424252,683.079619386
ENSG00000101997,214.903106584,217.65419776
ENSG00000102001,34.4594629454,36.3552734186
ENSG00000102003,141.6243004739,136.0899571348
ENSG00000102007,2253.25235576,1796.10616741
ENSG00000102010,50.6874319937,49.8665271084
ENSG00000102021,238.1962129084,196.3381243351
ENSG00000102024,91.1438839415,77.4782450236
ENSG00000102030,626.305355931,641.902314095
ENSG00000102032,67.0211405292,88.7134338797
ENSG00000102034,562.6598900856,722.25749814
ENSG00000102038,89.8367634435,90.3323841116
ENSG00000102043,204.8117677278,207.2358956472
ENSG00000102048,77.093791773,71.0201398201
ENSG00000102054,3578.78893112,3226.40444377
ENSG00000102055,7.4143005553,7.5079644748
ENSG00000102057,39.2575296252,51.0983179892
ENSG00000102078,270.448293884,289.493359372
ENSG00000102081,861.281287475,821.759318658
ENSG00000102096,2344.368531316,2368.850108248
ENSG00000102098,155.8308321512,146.671173271
ENSG00000102100,237.771408215,261.83119459
ENSG00000102103,687.113927341,801.338149553
ENSG00000102104,35.7871431818,31.5204176285
ENSG00000102109,160.0417411502,166.8995481356
ENSG00000102119,361.205729912,363.128948517
ENSG00000102125,206.5783770645,215.1289982413
ENSG00000102144,2512.39867522,3051.12571208
ENSG00000102145,211.4447663969,238.956482382
ENSG00000102158,373.8595324606,426.6909393718
ENSG00000102174,395.3453784798,293.1637126293
ENSG00000102178,516.038921356,557.568467699
ENSG00000102189,86.237200923,96.9966499095
ENSG00000102195,33.0771014069,38.5403304444
ENSG00000102218,94.4286337738,153.1177956243
ENSG00000102225,359.346120811,396.884767613
ENSG00000102226,1187.802644121,1065.787581103
ENSG00000102230,70.240017522,78.8577932913
ENSG00000102241,405.103795982,399.246462488
ENSG00000102243,7.2951023434,8.6859742987
ENSG00000102245,244.1168978766,178.5334379355
ENSG00000102265,1217.863015115,1739.787029874
ENSG00000102271,140.8711248927,127.780085396
ENSG00000102287,114.0404917416,108.1005484893
ENSG00000102290,119.5203423513,121.1238080036
ENSG00000102302,481.01748798,410.124850502
ENSG00000102309,336.23457586,338.552554129
ENSG00000102312,377.038367848,374.364479358
ENSG00000102316,950.101402976,1045.395233208
ENSG00000102317,2527.1069356469998,2330.47532817
ENSG00000102349,15.3621901431,12.9130549443
ENSG00000102359,38.0901113332,42.9257344085
ENSG00000102384,61.9935220364,65.7970085115
ENSG00000102385,291.8165261785,276.4573579094
ENSG00000102387,89.0251228552,67.5113605133
ENSG00000102393,605.179978254,962.223414715
ENSG00000102401,673.995010095,858.745002974
ENSG00000102409,451.600637226,535.860949203
ENSG00000102466,13.0159455065,13.85373492
ENSG00000102468,158.8468521298,147.7872653296
ENSG00000102531,492.719504196,541.354518211
ENSG00000102539,54.9485962938,55.1295161081
ENSG00000102543,101.4450677437,99.6987413873
ENSG00000102547,18.8825791954,21.8902081196
ENSG00000102554,79.339367031,94.2359722093
ENSG00000102572,3501.42895556,3000.75114901
ENSG00000102575,1045.560791146,1250.323739419
ENSG00000102580,198.8132958834,288.0781652128
ENSG00000102595,35.0076528322,62.6337350983
ENSG00000102606,802.99267701,761.742215976
ENSG00000102678,236.2968360192,194.3115433952
ENSG00000102683,12.472093474,13.369331597
ENSG00000102738,852.250553493,882.905711024
ENSG00000102753,659.243668942,685.374656903
ENSG00000102786,573.486442704,626.691574228
ENSG00000102796,204.1176584506,224.253435638
ENSG00000102804,547.274492846,559.425940588
ENSG00000102805,296.244530007,338.440987342
ENSG00000102837,31.9835461799,74.5633886362
ENSG00000102854,5.351368462,7.7191648188
ENSG00000102858,758.341270967,825.986475556
ENSG00000102870,503.418883285,485.315473208
ENSG00000102871,1017.525736394,1039.083187661
ENSG00000102878,23.1459586604,28.9327334741
ENSG00000102879,5345.761448704,4824.325355934
ENSG00000102882,245.9573649826,261.844255208
ENSG00000102886,236.624508909,195.8197006519
ENSG00000102890,37.7110164317,42.9481170692
ENSG00000102891,393.9639988343,464.8075426427
ENSG00000102893,513.912015465,470.977520739
ENSG00000102897,771.520704074,718.559361258
ENSG00000102900,178.3021331088,254.0504172359
ENSG00000102901,247.4172024544,276.848945674
ENSG00000102904,231.556675123,247.134039233
ENSG00000102908,265.093513804,276.9228501296
ENSG00000102921,795.620481519,826.298849133
ENSG00000102924,65.9484884159,66.8818236874
ENSG00000102931,1291.392904433,1153.626359904
ENSG00000102934,142.0670061269,162.2803624175
ENSG00000102935,70.4232916128,58.8560582936
ENSG00000102962,91.8963480346,263.3010586735
ENSG00000102967,222.894241777,212.203491426
ENSG00000102970,80.6262101072,195.6993372961
ENSG00000102974,1663.664897142,1468.487142858
ENSG00000102977,358.5772376885,327.7579029423
ENSG00000102978,1738.142485257,1646.575031865
ENSG00000102981,302.761029905,306.236726983
ENSG00000102984,113.0614553238,106.1690419066
ENSG00000102996,12.8723226891,12.9490388579
ENSG00000103018,275.692762444,295.241259701
ENSG00000103024,515.873188276,623.109825549
ENSG00000103034,47.1244859643,48.2772931353
ENSG00000103035,1442.320865632,1555.6245499
ENSG00000103037,178.9579797002,193.107867305
ENSG00000103042,221.0113602391,240.9000918473
ENSG00000103043,70.5343282436,134.5000924004
ENSG00000103051,387.792505441,374.235027161
ENSG00000103056,140.4637730413,153.7881311848
ENSG00000103064,479.82732013,450.007599601
ENSG00000103066,122.7781423848,138.5091553691
ENSG00000103067,63.4634570942,68.1455352826
ENSG00000103089,163.6542474403,147.9189535416
ENSG00000103091,141.5491446889,161.9832888766
ENSG00000103111,155.4334199966,196.5612444835
ENSG00000103126,331.8605372946,353.7918829698
ENSG00000103145,161.692794384,208.891445133
ENSG00000103148,227.674218348,243.011688397
ENSG00000103150,263.25589742,304.322508332
ENSG00000103152,378.091802468,424.6712208078
ENSG00000103154,29.8482482268,30.5501326295
ENSG00000103168,143.958370214,158.0264021339
ENSG00000103174,348.68466306,405.436334187
ENSG00000103175,19.8703724835,22.0936986708
ENSG00000103184,351.620661025,315.473398468
ENSG00000103187,2916.249098303,2217.030265273
ENSG00000103194,438.7389231436,525.22039999
ENSG00000103196,292.9477048033,400.1753123254
ENSG00000103197,313.309237568,277.198753186
ENSG00000103199,211.7745637382,223.2548257721
ENSG00000103202,433.7950945044,416.3239078069
ENSG00000103222,799.95183112,835.984617037
ENSG00000103227,193.4909760196,224.5710997661
ENSG00000103241,122.1687103519,130.5097223797
ENSG00000103245,154.6184939111,184.8357574306
ENSG00000103248,223.60352297,228.337654592
ENSG00000103249,604.399426394,632.500144359
ENSG00000103254,401.431594702,354.082955121
ENSG00000103257,790.8487619053,1115.8904374865
ENSG00000103260,43.153889789,47.0142812557
ENSG00000103266,1261.751484615,1178.62819607
ENSG00000103269,13.1625587653,15.2801951618
ENSG00000103274,295.4983211678,355.2852335348
ENSG00000103275,3702.39886984,3558.18676693
ENSG00000103310,55.0999801006,51.6358724085
ENSG00000103313,23.2666891721,42.4338810979
ENSG00000103316,634.238379366,553.500281057
ENSG00000103342,903.525501073,883.988281522
ENSG00000103343,77.6111657961,87.6941298127
ENSG00000103351,244.175410259,254.792101262
ENSG00000103353,248.5533510694,272.0431916299
ENSG00000103365,1059.523395035,866.156459329
ENSG00000103375,380.425345319,366.604924793
ENSG00000103381,61.3445218158,102.7047537964
ENSG00000103415,725.42139563,705.09584909
ENSG00000103423,1019.911829478,1056.506548416
ENSG00000103429,659.407501709,639.559970686
ENSG00000103449,53.3374458649,46.0980968605
ENSG00000103460,5.6017718054,5.9375569664
ENSG00000103479,1364.54206212,1119.568063396
ENSG00000103485,195.7088584154,312.3328417892
ENSG00000103489,633.2957563812,611.9476307978
ENSG00000103490,757.943771977,867.796611114
ENSG00000103494,53.4557663548,53.910314026
ENSG00000103495,296.7770845048,291.698217627
ENSG00000103496,599.148574107,736.429553641
ENSG00000103502,1974.09502239,2091.85002317
ENSG00000103507,271.190224147,347.908195215
ENSG00000103522,280.93149359,316.6833769224
ENSG00000103528,60.8188339722,56.654863163900004
ENSG00000103534,44.4415180581,44.8018294168
ENSG00000103544,274.8768420298,311.997543774
ENSG00000103546,54.5199584052,57.8781426309
ENSG00000103549,389.050561808,377.12660154
ENSG00000103569,137.7601395965,358.8970485112
ENSG00000103591,157.7216165572,167.1217438927
ENSG00000103599,17.6747755032,15.2625465607
ENSG00000103647,115.7080604355,114.3982935322
ENSG00000103653,3262.81576182,2739.02609001
ENSG00000103657,1042.628297154,1087.401142888
ENSG00000103671,715.422043482,735.305273984
ENSG00000103710,159.2136547791,155.6294063372
ENSG00000103723,113.0048308446,119.8017179479
ENSG00000103740,107.4136709616,103.5215113851
ENSG00000103769,944.354658835,888.51297838
ENSG00000103811,2627.309500235,2602.671977903
ENSG00000103852,156.4490793492,153.457232939
ENSG00000103876,151.5420313205,199.4409314449
ENSG00000103932,326.836411558,300.2757919782
ENSG00000103942,143.6969811193,231.8648221044
ENSG00000103966,751.922484262,984.327662993
ENSG00000103978,1140.577745762,1131.869389139
ENSG00000104043,123.3363689233,195.0222691825
ENSG00000104044,111.1969843267,105.0488731249
ENSG00000104047,135.3124560741,150.2074576611
ENSG00000104055,150.7458197711,196.2455279715
ENSG00000104064,571.505214927,570.874505119
ENSG00000104067,271.9745036864,265.080709339
ENSG00000104093,253.6348679998,480.288078523
ENSG00000104112,3.8211924375,5.2250794659
ENSG00000104129,70.3088902331,68.22328852
ENSG00000104131,322.463852273,357.353634659
ENSG00000104133,2077.44759041,1970.887255168
ENSG00000104147,235.1744249482,225.2573380902
ENSG00000104154,95.1291262096,85.7439966278
ENSG00000104205,188.3966100852,292.7860186794
ENSG00000104213,27.8497573692,64.9933543718
ENSG00000104218,223.430911541,245.423444665
ENSG00000104221,329.661700993,334.462606293
ENSG00000104231,466.4410944878,432.660887065
ENSG00000104267,93.2714214021,150.3979256909
ENSG00000104290,123.5216247378,105.6905131104
ENSG00000104299,894.777940907,827.269974643
ENSG00000104312,325.4339208576,361.4340698876
ENSG00000104313,106.0322770698,97.6769809946
ENSG00000104320,556.476662837,633.214897213
ENSG00000104321,188.4790526936,181.1253366912
ENSG00000104325,1440.361203472,1485.715094439
ENSG00000104327,90.2322277369,83.3822886596
ENSG00000104331,250.0483826852,336.095992306
ENSG00000104332,145.6299361931,140.6753731029
ENSG00000104341,471.265536639,553.428240394
ENSG00000104343,126.9329921765,153.9170461778
ENSG00000104361,634.0338026652,583.801634687
ENSG00000104365,329.6580495372,337.8596493006
ENSG00000104368,90.4299425703,165.3072229498
ENSG00000104371,74.8447822258,68.1098137996
ENSG00000104375,34.2760780479,47.1006044619
ENSG00000104381,90.2269178503,97.0777735882
ENSG00000104388,1361.22970589,1445.558453005
ENSG00000104408,8871.78925404,7926.44851631
ENSG00000104413,98.2948977634,89.4479370086
ENSG00000104415,23.1735099589,23.752299359
ENSG00000104419,899.136645909,931.602221427
ENSG00000104432,172.7630872153,84.9374168539
ENSG00000104435,42.3820533356,51.1651557798
ENSG00000104442,630.81253977,643.628358016
ENSG00000104447,149.831904695,170.820301587
ENSG00000104450,102.7628964896,96.694709325
ENSG00000104490,480.6174179382,381.5651304768
ENSG00000104497,71.3440426364,79.9745024907
ENSG00000104499,440.8441267161,371.6833768492
ENSG00000104517,1175.815480481,1160.320907766
ENSG00000104518,543.314129376,557.820645395
ENSG00000104522,643.788992979,633.274951349
ENSG00000104529,11079.04872109,9216.16111201
ENSG00000104537,75.6862775461,83.1127744092
ENSG00000104549,550.221978177,579.641349461
ENSG00000104611,184.8876262599,161.7991027976
ENSG00000104635,475.5057327673,529.4929705629
ENSG00000104643,558.285180087,528.310525737
ENSG00000104660,1966.161553381,2034.933797109
ENSG00000104671,810.658159235,874.543133395
ENSG00000104679,712.659014119,760.537215207
ENSG00000104687,395.817462627,361.520783887
ENSG00000104691,260.940077128,278.91175283
ENSG00000104695,65.8896015321,78.2211658421
ENSG00000104722,77.5778689506,71.2175169269
ENSG00000104723,71.9635915063,58.7501674302
ENSG00000104728,97.8187468602,85.0942262855
ENSG00000104731,309.397991618,324.070989963
ENSG00000104738,245.9118872837,278.4360352665
ENSG00000104755,39.6625054946,27.6207121036
ENSG00000104760,139.0530666677,143.6991919681
ENSG00000104763,2127.304988983,2367.358168131
ENSG00000104765,1720.23661657,2190.41145254
ENSG00000104774,2268.3768887,2626.861004982
ENSG00000104783,746.67004768,576.399032982
ENSG00000104804,246.5568032561,252.6898313242
ENSG00000104805,596.716740127,712.548314295
ENSG00000104812,698.09356108,715.710471264
ENSG00000104814,1135.2350657961,884.3592160828
ENSG00000104823,3362.63905503,3797.00529884
ENSG00000104824,2750.183819907,2361.242324512
ENSG00000104825,109.9383308728,166.7162948706
ENSG00000104826,62.2632202894,114.6656797056
ENSG00000104835,289.472555661,297.0221689054
ENSG00000104852,2672.791703959,2501.20819165
ENSG00000104853,396.5636518084,489.013728793
ENSG00000104856,364.7809494593,525.0174432226
ENSG00000104859,1546.806760676,1329.232808509
ENSG00000104863,116.6569668488,121.4247612615
ENSG00000104870,308.9002054483,503.6008568084
ENSG00000104872,1672.016700425,1657.57663974
ENSG00000104879,19.7394523357,19.2386790548
ENSG00000104880,3798.096215636,3494.608692226
ENSG00000104881,473.7409923739,464.081050647
ENSG00000104884,77.8794167992,84.0547294015
ENSG00000104885,15.4853348736,17.605900121
ENSG00000104886,930.059241653,855.241858009
ENSG00000104888,333.265301654,309.9213891285
ENSG00000104889,338.375531629,367.224715814
ENSG00000104894,6075.778916502,4357.798294447
ENSG00000104897,373.3931655895,346.7798214565
ENSG00000104899,57.1041599025,64.4917171072
ENSG00000104901,18.4798605375,24.7902727032
ENSG00000104903,100.1113303796,196.8628567614
ENSG00000104904,9938.30040725,9778.0939424
ENSG00000104907,114.8134033655,154.439159463
ENSG00000104915,431.1359925268,505.2195773032
ENSG00000104918,69.9327036933,119.9643432261
ENSG00000104921,227.407263825,257.4926774328
ENSG00000104936,122.5066065819,103.7520189934
ENSG00000104938,138.3376830092,130.7168554764
ENSG00000104941,153.5626320495,177.5456778483
ENSG00000104946,256.7974296871,272.7930926592
ENSG00000104953,46.6559706861,47.4008985818
ENSG00000104957,298.0906835084,362.547963271
ENSG00000104960,454.286369735,525.432867162
ENSG00000104964,1939.909163064,1773.144593829
ENSG00000104967,21.8790217068,22.2470584515
ENSG00000104969,121.1065990048,167.267850019
ENSG00000104972,420.538949756,441.597825837
ENSG00000104973,418.258138324,502.653779471
ENSG00000104974,74.1128726129,96.2779946235
ENSG00000104976,153.539591679,180.134793957
ENSG00000104979,2161.781866217,2042.450888132
ENSG00000104980,202.9305935116,229.744516351
ENSG00000104998,367.8235395066,402.0376273962
ENSG00000105011,732.6187591944,668.9068472638
ENSG00000105048,16.009569,20.0497565075
ENSG00000105053,652.414038296,647.491914878
ENSG00000105058,1099.482451642,1254.607294979
ENSG00000105063,845.810770663,754.003060083
ENSG00000105127,718.448606644,680.853537893
ENSG00000105131,56.7217839432,73.70494229
ENSG00000105135,271.217112609,301.039377537
ENSG00000105136,563.864742271,512.644096773
ENSG00000105137,200.3266098124,196.5775042616
ENSG00000105143,18.4654950085,20.311564703
ENSG00000105146,485.939954001,443.969104675
ENSG00000105171,1130.887344849,1198.94671853
ENSG00000105173,226.0046496856,263.8011941254
ENSG00000105185,134.4980474067,163.246774481
ENSG00000105186,606.421445561,605.254297739
ENSG00000105193,25801.3336922,24407.07343794
ENSG00000105198,168.9380384332,158.2252467059
ENSG00000105202,5423.48352879,4775.896203648
ENSG00000105204,42.0815052138,50.8996655441
ENSG00000105205,186.9276846872,789.3263113247
ENSG00000105219,799.751775937,821.705744088
ENSG00000105220,2951.66819536,3483.92019362
ENSG00000105221,45.4152939768,49.3313338464
ENSG00000105223,659.5129600716,819.141699438
ENSG00000105227,132.9058145183,209.0217216447
ENSG00000105229,37.7067700727,47.1183224582
ENSG00000105246,232.8453849917,856.2659916566
ENSG00000105248,142.9443316532,154.6695809232
ENSG00000105254,859.9233352058,782.4886633114
ENSG00000105255,91.4780143711,84.9104745946
ENSG00000105258,1008.505587829,919.140037168
ENSG00000105261,11.6155695121,11.6837631678
ENSG00000105270,54.1922139448,54.9691508744
ENSG00000105278,85.1422440213,87.7857317262
ENSG00000105281,331.317612128,436.040961088
ENSG00000105287,2324.830914514,2197.758126361
ENSG00000105289,16.1405622923,16.5717808033
ENSG00000105290,17.927447051,17.0240754147
ENSG00000105321,689.422068128,673.982181496
ENSG00000105323,791.751723591,735.791540285
ENSG00000105325,189.542357983,204.361306506
ENSG00000105327,340.504073806,419.315815507
ENSG00000105329,693.816436171,786.400864227
ENSG00000105339,563.320328954,619.252500723
ENSG00000105352,165.8958485597,175.1403542476
ENSG00000105355,515.244865913,621.96153363
ENSG00000105357,35.2792942547,42.6692413904
ENSG00000105364,230.13341814,295.1485825968
ENSG00000105366,32.3825283663,41.2096057229
ENSG00000105369,4393.2884883038,3267.0038135424
ENSG00000105370,165.20732153309999,170.1908407273
ENSG00000105371,82.836832667,101.1145191807
ENSG00000105372,32909.171167,30985.45749766
ENSG00000105374,1951.9954833805,1257.2463929979
ENSG00000105376,132.505325978,146.417763649
ENSG00000105379,371.0067772853,413.2868999968
ENSG00000105383,51.2689580573,151.6458419625
ENSG00000105388,653.809909917,579.698061676
ENSG00000105392,53.2711380404,57.8301658098
ENSG00000105393,748.762100821,777.099522034
ENSG00000105397,707.3904364522,868.156764275
ENSG00000105398,58.4741948444,50.3452914808
ENSG00000105401,574.251078884,668.334640668
ENSG00000105402,457.704071176,555.621074687
ENSG00000105404,2843.44587023,2904.208293664
ENSG00000105409,76.204259938,66.0377626033
ENSG00000105426,18.98829957,19.6603254862
ENSG00000105428,66.2098924189,88.4361915844
ENSG00000105429,74.7493304902,74.3486151124
ENSG00000105438,447.014660201,549.2227070324
ENSG00000105443,512.600696501,551.124146883
ENSG00000105447,189.3040073576,209.288563639
ENSG00000105464,34.8075984555,31.6625451959
ENSG00000105467,244.043009741,218.946324175
ENSG00000105472,82.7934827363,92.2884565986
ENSG00000105483,1180.54561044,1120.944134026
ENSG00000105486,341.9168854717,341.5725827817
ENSG00000105492,825.557050981,719.134326763
ENSG00000105497,202.70304691729999,199.9652759917
ENSG00000105499,117.4688322669,133.4974883346
ENSG00000105501,184.927943966,153.0636748471
ENSG00000105507,55.7359316923,52.3259894311
ENSG00000105509,58.9643034845,62.9299963393
ENSG00000105514,193.826980254,220.368468368
ENSG00000105516,279.476133147,267.870764513
ENSG00000105523,9.9539585023,11.6924132069
ENSG00000105538,207.5344016001,193.9126605712
ENSG00000105549,16.7896600762,18.7265436488
ENSG00000105550,51.9686484848,50.5112319889
ENSG00000105552,174.4452623288,196.6035635461
ENSG00000105556,113.3801146282,146.7673541633
ENSG00000105559,13.100902479,15.3300271284
ENSG00000105568,1090.639018835,1191.255249907
ENSG00000105576,301.1986450338,335.9169102784
ENSG00000105607,355.784548019,378.165015636
ENSG00000105609,101.0568112072,105.4423866433
ENSG00000105610,131.3628895694,144.2545695054
ENSG00000105612,296.954652639,287.231463687
ENSG00000105613,118.5380973835,168.5591043684
ENSG00000105618,648.514036576,611.318865306
ENSG00000105619,353.829508301,396.16332409300003
ENSG00000105639,162.0641358898,146.7307116839
ENSG00000105641,298.932470218,257.653839856
ENSG00000105642,122.562090563,147.9466747725
ENSG00000105647,158.8974345707,196.3487021081
ENSG00000105649,52.9368812092,59.1430565338
ENSG00000105650,426.51370202,428.637319034
ENSG00000105655,185.0930952829,231.3280608846
ENSG00000105656,133.6693283245,154.5680598088
ENSG00000105662,190.604544349,193.481230072
ENSG00000105664,6.4285359917,7.9295010203
ENSG00000105668,167.4380291493,154.3221249802
ENSG00000105669,2106.271006314,2195.67938473
ENSG00000105671,233.8816617504,257.38219337
ENSG00000105672,41.5741737333,39.4841265065
ENSG00000105675,46.4581337456,61.4955503202
ENSG00000105676,244.37615921,269.683345139
ENSG00000105677,2277.521217834,2093.3653247
ENSG00000105679,117.2654461293,102.5308799674
ENSG00000105695,11.457835871,16.0940316277
ENSG00000105696,52.3103471465,67.1102891345
ENSG00000105697,234.3864391305,250.302187546
ENSG00000105698,954.353808827,984.307022084
ENSG00000105699,159.1031017591,115.1686330756
ENSG00000105701,117.3749332659,130.391792413
ENSG00000105705,494.139807996,538.342087484
ENSG00000105707,55.9551937165,53.6478187747
ENSG00000105708,311.339232819,312.307882968
ENSG00000105711,175.5437915566,203.4441272312
ENSG00000105722,232.45130271,233.3880461508
ENSG00000105723,981.178784251,958.724744121
ENSG00000105726,598.310862268,641.135031023
ENSG00000105732,39.0429548543,36.2673163034
ENSG00000105737,139.9913779182,139.814273562
ENSG00000105738,503.9458808534,408.2947532704
ENSG00000105750,481.52926421,438.702976253
ENSG00000105755,1006.71187092,1063.043103739
ENSG00000105767,7.01482192,8.1238144838
ENSG00000105778,182.897998586,178.443374043
ENSG00000105784,19.2724022149,19.2054139749
ENSG00000105810,42.2139128749,33.7214342147
ENSG00000105819,1384.003632336,1424.270325842
ENSG00000105821,776.421489722,847.699202538
ENSG00000105825,34.8002309196,41.0933245735
ENSG00000105829,417.684205379,447.801768037
