Gene,Sample_1,Sample_2,Sample_3
ENSG00000104903,232.4538871651,511.8771526107,562.9500759974
ENSG00000104904,8628.74707112,9595.70745136,8880.53163439
ENSG00000104907,82.1376023488,62.4531338499,59.7188577839
ENSG00000104915,460.567387805,525.031183571,601.0640559592
ENSG00000104918,205.2200939599,193.2877546381,199.8311707929
ENSG00000104921,60.2610779522,232.7950658052,152.3031713466
ENSG00000104936,116.3001816396,90.6240399264,82.8287236619
ENSG00000104938,100.8505834549,139.2775220651,104.0207338983
ENSG00000104941,103.6823308827,174.4192521395,142.8238729731
ENSG00000104946,175.7811309704,205.7581905684,173.2976458804
ENSG00000104953,42.848434178,46.7844408626,44.335236636
ENSG00000104957,304.9017354708,297.477922491,327.6321104122
ENSG00000104960,493.197279187,395.165688416,514.307610519
ENSG00000104964,1424.735173862,997.1044139829,655.912205471
ENSG00000104967,18.6111162939,22.6820595216,23.021194899
ENSG00000104969,139.8400852835,168.6029135195,226.5314685425
ENSG00000104972,602.14892369,363.351026264,737.145218668
ENSG00000104973,601.630631861,833.984565211,1054.641803119
ENSG00000104974,121.5750908177,85.7389527462,99.3436525108
ENSG00000104976,161.090189243,143.608254299,176.764839089
ENSG00000104979,1467.973684546,1448.743160611,1022.869925708
ENSG00000104980,201.971147587,169.5147241948,183.029131999
ENSG00000104998,525.979693344,190.9989612346,242.28068599
ENSG00000105011,484.4930930026,790.2864269898,561.960481929
ENSG00000105048,23.9886279692,39.9867131102,49.2599540684
ENSG00000105053,721.390407294,565.605882771,657.680297986
ENSG00000105058,1439.731811648,1346.666034914,1671.11032655
ENSG00000105063,828.796265979,686.655213931,645.428871268
ENSG00000105127,617.792183904,706.63681375,636.472992855
ENSG00000105131,42.3695724836,46.461598522,46.0293442227
ENSG00000105135,252.653227392,181.465372701,183.122803475
ENSG00000105136,409.217438953,561.171861839,428.371136114
ENSG00000105137,147.5494021949,225.974006866,197.5596972121
ENSG00000105143,20.9498916893,19.3407640194,23.2764384975
ENSG00000105146,234.16835425,524.728678822,339.697569715
ENSG00000105171,1142.264196884,1045.695391922,1038.096220273
ENSG00000105173,143.0057263298,165.3787271077,133.6422117036
ENSG00000105185,167.7281526845,87.4560101163,118.5602483144
ENSG00000105186,734.839302747,678.966156185,732.175022144
ENSG00000105193,21159.04134757,17906.12535778,12851.71264233
ENSG00000105198,103.6264684511,144.2238955503,92.906226099
ENSG00000105202,3549.510681614,3316.90338081,1611.370705726
ENSG00000105204,57.0870034843,27.9034400018,50.4313187445
ENSG00000105205,286.3565868407,4586.0634811445,5126.6186477657
ENSG00000105219,440.655290391,800.795634116,517.374253174
ENSG00000105220,2994.9552538,2211.926307462,2597.91045903
ENSG00000105221,55.3651073596,24.7928139849,34.0154277007
ENSG00000105223,1621.022453995,580.1119670504,2562.44367281
ENSG00000105227,159.3841436894,128.61983816,185.3340569176
ENSG00000105229,88.7932337227,34.2433628834,54.6712753153
ENSG00000105246,1126.1109202072,220.5310957736,2228.1478905883
ENSG00000105248,187.19940475799999,115.6142953459,211.4225346738
ENSG00000105254,1259.7407835426,781.4374954248,1123.411313652
ENSG00000105255,140.8138347289,43.5782966253,43.4042918465
ENSG00000105258,829.399999094,706.700656664,565.016372005
ENSG00000105261,13.8222205984,12.9685658822,15.3815574867
ENSG00000105270,47.0293581295,63.5336044345,58.9874063462
ENSG00000105278,113.0616763977,92.171452562,117.7069719162
ENSG00000105281,504.15469298,260.077300056,362.175742248
ENSG00000105287,1338.502186655,1989.910797372,1071.702323472
ENSG00000105289,15.0803582531,12.5452459172,13.6675903692
ENSG00000105290,12.3644725604,16.2318667003,12.7467222624
ENSG00000105321,488.048875524,720.857351112,579.328910956
ENSG00000105323,894.929147378,647.038897596,754.801443041
ENSG00000105325,195.665309868,188.750366001,214.328319897
ENSG00000105327,330.452078744,367.855982082,419.623601888
ENSG00000105329,1054.672458212,657.728244787,963.950849462
ENSG00000105339,457.913420083,1184.650872904,1103.22856267
ENSG00000105352,229.3217821935,358.1726935673,432.9094672306
ENSG00000105355,722.960275851,760.572873156,1135.229860994
ENSG00000105357,33.6711300753,36.1855409188,37.7599102478
ENSG00000105364,284.4915354226,160.9284302713,256.2565467966
ENSG00000105366,35.6005921385,53.9460657248,56.1859975155
ENSG00000105369,213.5131726221,3718.6015418005,212.966535811
ENSG00000105370,194.4384705617,184.7633259296,176.186022217
ENSG00000105371,84.8579723243,102.8290304219,93.4812414328
ENSG00000105372,29994.48765,23247.79748324,19513.61528062
ENSG00000105374,6138.0642339111,626.8222774458,1203.3722911866
ENSG00000105376,130.215847592,158.965001435,172.970997429
ENSG00000105379,389.164298014,205.60952549,284.2967285322
ENSG00000105383,279.0268617818,160.5562027143,302.7204437435
ENSG00000105388,258.336371538,677.01305336,379.387427536
ENSG00000105392,36.9417168609,47.6770697812,40.2720574286
ENSG00000105393,781.106963373,623.887852606,616.754704532
ENSG00000105397,1075.077153818,957.8758107908,1357.059920869
ENSG00000105398,42.9639730912,66.8404970548,54.2711026289
ENSG00000105401,764.656467988,382.011337819,627.479774271
ENSG00000105402,672.10726135,583.567367564,908.360691122
ENSG00000105404,1621.757394525,2172.711477044,1278.647654948
ENSG00000105409,68.3269213874,67.594776197,63.3226528113
ENSG00000105426,20.9276923118,19.5924809044,22.0172533567
ENSG00000105428,89.4414968114,113.0494262481,144.7235719927
ENSG00000105429,92.6139179214,52.7913074024,59.571631066
ENSG00000105438,375.966654552,320.3653916594,347.1240784668
ENSG00000105443,450.374653049,478.159911058,535.62630517
ENSG00000105447,265.0679166882,143.0175759139,194.8467004534
ENSG00000105464,33.4114715045,38.2979141246,39.8070834743
ENSG00000105467,146.533414602,270.879911935,196.4158989679
ENSG00000105472,108.4597976116,75.3003969235,124.4302641654
ENSG00000105483,1092.931056619,1195.951648037,1008.538340246
ENSG00000105486,330.7281263037,154.3964301409,129.6520861899
ENSG00000105492,350.395004384,1108.354221382,603.307435717
ENSG00000105497,237.2554012011,287.8080470096,265.2970246726
ENSG00000105499,183.855831918,115.0891005489,243.5453704597
ENSG00000105501,190.8725447621,507.0049381289,521.8964825978
ENSG00000105507,33.9608730245,54.1199265437,36.3344194925
ENSG00000105509,48.4665095072,78.2884317781,74.8051244136
ENSG00000105514,179.244753216,248.167512251,242.422618152
ENSG00000105516,297.9451397221,196.6744264248,263.5887827537
ENSG00000105523,9.6693051387,9.5303003398,10.730828261
ENSG00000105538,90.1794043535,168.5364304137,75.5872515775
ENSG00000105549,21.056185191,19.0102185099,24.3589329035
ENSG00000105550,56.2739504364,49.3914047362,54.6169354175
ENSG00000105552,172.9509583323,129.8331056963,151.870743736
ENSG00000105556,179.6149498635,152.294397301,222.770340532
ENSG00000105559,12.4589315341,11.1860691085,12.8865126575
ENSG00000105568,1199.673304545,771.337645462,926.623921796
ENSG00000105576,307.0188520758,186.4776593496,216.6175996612
ENSG00000105607,312.76456876,271.686078659,249.252557991
ENSG00000105609,97.3784844723,117.4857813127,180.0537906148
ENSG00000105610,99.3883251673,125.5983010966,108.0213966707
ENSG00000105612,322.774467635,261.871344926,401.651231927
ENSG00000105613,18.2236273765,81.1884733961,14.3501756207
ENSG00000105618,561.167355437,436.897659181,379.090004566
ENSG00000105619,398.867073804,261.086585004,377.682606929
ENSG00000105639,167.1520573703,116.0015968904,130.3286377195
ENSG00000105641,204.559573883,316.339466535,230.519244952
ENSG00000105642,153.5254685232,120.2372404132,152.3004889287
ENSG00000105647,183.7644585559,172.4474505032,218.767451053
ENSG00000105649,57.053572059,58.6408770803,72.163965952
ENSG00000105650,243.05915134,450.476762162,320.422480388
ENSG00000105655,199.4605727907,189.3277721638,266.4030398243
ENSG00000105656,138.2653736211,217.7936893652,238.8576320324
ENSG00000105662,165.340384572,162.7373764,145.999398372
ENSG00000105664,8.6890183048,11.6102082754,13.446655612
ENSG00000105668,108.5515844954,152.8842341201,106.9891546798
ENSG00000105669,2104.34173537,1768.069269021,1964.50878738
ENSG00000105671,297.451782546,261.8343084386,299.62108785
ENSG00000105672,52.3531013002,33.400191263400004,47.4438889331
ENSG00000105675,35.9157995453,40.6774688165,37.3417690131
ENSG00000105676,228.048907024,214.26216867,214.162854622
ENSG00000105677,1819.253068444,1959.488789762,1741.292953214
ENSG00000105679,85.526919716,125.2540470044,96.2504671146
ENSG00000105695,14.1168979205,11.7265324703,15.4493190795
ENSG00000105696,53.3301728284,47.7155435941,59.2660013387
ENSG00000105697,204.8173560285,217.382251984,220.0889446107
ENSG00000105698,965.17098363,744.497463123,778.702527689
ENSG00000105699,52.5078899284,71.6790812118,18.1919528299
ENSG00000105701,145.1826884661,133.2404009376,207.354683504
ENSG00000105705,486.5182,437.001075762,498.452544526
ENSG00000105707,62.9566516499,43.8931456551,55.6749936839
ENSG00000105708,254.397915664,355.019815175,296.376828553
ENSG00000105711,169.3882397754,232.2169461742,251.88208024
ENSG00000105722,195.0649370109,309.7469612244,330.6293781806
ENSG00000105723,761.271117889,1041.798547028,887.971010629
ENSG00000105726,484.466056721,469.343271558,437.984681011
ENSG00000105732,47.0609330691,31.7877437313,45.1043473214
ENSG00000105737,120.6630172112,186.3690844319,168.1935258105
ENSG00000105738,201.1314687002,443.510056726,219.2037330868
ENSG00000105750,343.021841341,480.109432879,339.961201116
ENSG00000105755,1013.039725367,746.867528787,844.130061969
ENSG00000105767,7.5683800546,7.3911754031,8.0632024439
ENSG00000105778,154.210883116,214.002520353,213.46325714
ENSG00000105784,33.0155737609,14.5784610059,17.393665035
ENSG00000105810,75.0577352748,35.0389138143,39.4409904108
ENSG00000105819,1194.568025811,1303.88856286,1122.545191144
ENSG00000105821,798.789239242,956.845130355,962.7031256
ENSG00000105825,33.8057862322,44.5789272128,56.7182469923
ENSG00000105829,515.965993278,430.727735267,506.416281191
ENSG00000105835,998.876320036,4402.253165591,5265.919744619
ENSG00000105849,71.9166327516,113.0496061186,87.2542265659
ENSG00000105851,306.6343385555,274.9146686437,334.3302648611
ENSG00000105852,51.4484178162,119.5627989492,75.7405771337
ENSG00000105854,328.3492946153,292.1774556627,446.2771649457
ENSG00000105855,80.9095880553,108.3707022558,103.7341028578
ENSG00000105856,1211.166740007,1937.835977483,2156.283389084
ENSG00000105865,104.9640864801,72.8173931773,88.5958977326
ENSG00000105866,142.8780813022,298.3077831464,146.323131602
ENSG00000105875,299.256555876,472.755567248,502.26812556
ENSG00000105879,226.1729800748,166.6871681193,157.0902394323
ENSG00000105880,48.7823289543,55.7061521591,46.3084171226
ENSG00000105894,80.2438179867,132.6683717656,98.4206861247
ENSG00000105926,33.0142035279,59.8628414555,22.8322447816
ENSG00000105928,398.6425712753,403.328039055,570.6094815876
ENSG00000105929,75.5258910835,122.5822261552,87.4351859314
ENSG00000105939,1005.550996084,1191.048639703,857.442965157
ENSG00000105948,40.2577532291,31.2429738891,44.2396526369
ENSG00000105953,674.950305424,337.46523832,533.977674491
ENSG00000105954,26.5627891869,29.6146944235,29.60685998
ENSG00000105963,624.105835173,676.080596136,825.757381393
ENSG00000105967,766.3558453524,403.1376678236,1326.0612773255
ENSG00000105968,749.17288288,746.907919946,700.86517885
ENSG00000105971,38.2683541094,67.9202928439,48.2342051971
ENSG00000105974,52.0126873037,182.8296969305,24.5887186395
ENSG00000105976,87.648393747,150.3686039139,97.3859311901
ENSG00000105982,18.9123698368,35.441662771,24.5075677781
ENSG00000105989,56.8075158754,108.6877860589,100.6947526991
ENSG00000105991,22.9539690207,91.9201749028,72.1597972408
ENSG00000105993,615.082332057,413.3562284991,872.78429271
ENSG00000105996,8.7133033698,11.8916899414,11.227685416
ENSG00000105997,52.4152927772,83.2705151029,53.1732981769
ENSG00000106003,80.2536127659,49.3192648177,71.7045317866
ENSG00000106004,153.5408511386,312.1311061132,237.2284258708
ENSG00000106006,110.6255847773,146.4161055747,108.576065976
ENSG00000106012,143.7051125185,137.1379403998,181.648925218
ENSG00000106013,50.0856158783,76.8384135466,54.1235688205
ENSG00000106018,16.7616679249,20.1402765491,18.545173143
ENSG00000106025,9.471976899,10.7813421836,11.5094823249
ENSG00000106028,2012.12510418,1217.678497801,1184.80365016
ENSG00000106038,31.1695113032,34.0418380041,42.4330840179
ENSG00000106052,1107.096810651,1317.48869576,1754.595621892
ENSG00000106066,1045.148078346,193.9421012206,1272.2958646425
ENSG00000106069,219.0675561659,174.1291216699,231.5668073879
ENSG00000106070,198.745205185,372.718299838,407.561496953
ENSG00000106077,382.451946202,515.925979096,416.842539266
ENSG00000106078,27.8647520521,38.6445918873,33.531594388
ENSG00000106080,129.332727602,161.4967143674,117.6042844824
ENSG00000106089,164.3202065801,297.0313079992,210.4414803101
ENSG00000106100,512.304748265,482.534038854,568.397679702
ENSG00000106105,2196.45144219,2187.202060219,1871.73726194
ENSG00000106113,14.1096103134,16.8619392722,20.3307159426
ENSG00000106123,234.972004032,301.120246374,203.7806001
ENSG00000106128,26.0427020125,26.0773476284,28.117766136
ENSG00000106144,161.8677028957,151.3456801484,112.3103913056
ENSG00000106153,4128.26926027,3479.43118953,3440.57010051
ENSG00000106178,81.338855588,70.8126713344,124.7901930334
ENSG00000106236,54.4841031982,40.4711272753,42.6803432695
ENSG00000106244,27.0261818913,32.7320964437,35.4320567487
ENSG00000106245,1133.023717112,1112.489722055,1266.532756413
ENSG00000106246,286.371750563,358.598026361,333.164376588
ENSG00000106258,25.5924803561,25.7249372866,21.8212411694
ENSG00000106261,327.878273988,306.751745098,256.216923473
ENSG00000106263,1864.922917607,1226.544705473,1040.718400577
ENSG00000106268,165.4546791238,95.359290738,128.5004920442
ENSG00000106278,45.7621642657,71.0820319772,54.6233859253
ENSG00000106290,546.633163362,453.831523344,396.06123731
ENSG00000106299,36.9051061985,22.8213099071,45.2227749265
ENSG00000106302,19.5601007262,24.7521661954,25.063310048599998
ENSG00000106304,79.9422685944,145.2899701254,82.0861068881
ENSG00000106305,1120.793391704,1200.065411911,1184.720292806
ENSG00000106327,73.9331709156,42.5441102931,47.4336681026
ENSG00000106328,196.090498715,391.166010896,224.898462532
ENSG00000106330,383.158789984,395.995844638,394.653543092
ENSG00000106331,72.060129129,98.3117854913,77.0655118376
ENSG00000106333,52.3554443514,48.4309733151,50.1767555219
ENSG00000106336,29.4591422758,24.5834360926,34.6869169506
ENSG00000106344,545.608884104,448.932139278,484.08277795
ENSG00000106348,746.065673053,1314.936482484,1528.956879527
ENSG00000106351,131.554140337,142.4799763108,124.77977706
ENSG00000106355,269.855743673,236.8963744909,196.136044444
ENSG00000106366,82.8479761925,82.5219344225,121.8704268959
ENSG00000106367,153.4245687605,117.1675079521,130.6911952997
ENSG00000106392,393.272001219,393.791713599,398.124400908
ENSG00000106397,1284.658688469,1554.171049855,1335.15980654
ENSG00000106399,1078.234788683,823.686950176,669.250307972
ENSG00000106400,581.7141961286,438.8887604566,494.9832931744
ENSG00000106404,261.8908804285,277.0209359949,295.7767276368
ENSG00000106436,151.6217215078,168.4235492888,152.8722323671
ENSG00000106443,34.5603848971,44.3287145836,36.9046196003
ENSG00000106459,193.910633494,202.425674798,179.803515057
ENSG00000106460,511.071318316,351.112376818,331.659709617
ENSG00000106462,367.173373828,239.0081710898,339.115857598
ENSG00000106479,134.9252861605,110.4247240043,105.5846463788
ENSG00000106483,139.2814394151,230.083249072,177.397700024
ENSG00000106484,128.5141607138,220.4842134262,122.6348774736
ENSG00000106511,8.8080208876,9.9087460731,8.4274210418
ENSG00000106524,959.583121752,1032.131250651,971.708706985
ENSG00000106536,11.0341221336,14.8538868634,12.1728795196
ENSG00000106537,385.5935941458,2348.5742680643,588.4835871384
ENSG00000106538,25.0769610973,59.778335287,75.416029389
ENSG00000106541,7.0283228398,7.9126760448,8.5219298586
ENSG00000106546,396.0216943598,258.706632919,561.826153018
ENSG00000106554,462.2759127988,231.3533324406,388.7000342334
ENSG00000106565,1536.026393125,511.6328019259,2272.1036430739
ENSG00000106571,177.135608595,326.2988000838,252.1072392338
ENSG00000106588,854.762198299,934.390923835,881.026396204
ENSG00000106605,1231.463141744,823.919396779,1790.235639316
ENSG00000106608,330.971633492,213.3723801558,249.950749927
ENSG00000106610,215.5849283466,367.0818354322,267.3359822364
ENSG00000106615,228.3551983937,276.5945064753,436.0753742941
ENSG00000106617,418.068691453,581.793537538,581.552247929
ENSG00000106624,46.8988019402,70.903833085,56.1406213611
ENSG00000106628,320.7677413502,177.8551060437,157.766870051
ENSG00000106631,45.5370679104,52.1204343909,45.3967376633
ENSG00000106633,23.5795973982,27.6182746708,30.9699207448
ENSG00000106635,568.634160698,506.595382137,525.62428255
ENSG00000106636,220.2460914937,138.8535568691,216.515703487
ENSG00000106638,455.751046145,461.670153916,450.022859688
ENSG00000106665,158.5965733667,78.2283186333,177.879466877
ENSG00000106683,119.7612410434,47.1670357957,101.3711471458
ENSG00000106688,92.2496157007,126.3663971535,94.3448738689
ENSG00000106689,33.1049484424,33.0925050379,37.2066025977
ENSG00000106692,132.3620736474,90.7644426712,109.5010326934
ENSG00000106723,380.2693760122,168.8749486356,213.2179545347
ENSG00000106780,634.455124413,890.454470828,1051.518686285
ENSG00000106785,362.009912527,209.467779362,276.133941716
ENSG00000106789,141.9818598214,131.0748533186,135.3924594812
ENSG00000106799,216.1244946931,275.7026736033,228.622756999
ENSG00000106803,6040.90330545,6416.81214716,4538.77170006
ENSG00000106804,84.5488796519,107.420610663,96.890708406
ENSG00000106809,13.9703701976,10.014118442,8.4170478034
ENSG00000106819,33.6894192597,18.3841538227,20.7555364992
ENSG00000106823,82.1137932682,210.6646630539,107.2772266071
ENSG00000106829,659.856739483,969.703206784,1120.247630377
ENSG00000106852,56.5900957394,143.7763662457,118.3119350537
ENSG00000106927,11.4066378028,13.10883544,14.8803185318
ENSG00000106952,289.5030419352,311.1753524778,283.0963199346
ENSG00000106976,101.149299902,98.815851803,111.8797137005
ENSG00000106991,271.4368578066,129.8357964907,333.7784396318
ENSG00000106992,322.0567683263,242.158275584,223.2614626112
ENSG00000106993,296.650001319,311.612860274,283.339732906
ENSG00000107014,115.19524371280001,133.8333911193,87.3814104268
ENSG00000107018,101.8128463658,154.7383983795,108.4208706421
ENSG00000107021,373.931397205,488.996306539,526.603598551
ENSG00000107077,550.11282752,597.942058036,498.736202587
ENSG00000107104,188.9035915675,333.500342283,202.3707868167
ENSG00000107105,49.0118287271,39.7410057581,47.4797363082
ENSG00000107130,112.8362291985,55.4242858349,92.9413976879
ENSG00000107140,388.454261304,235.7449996928,376.251736863
ENSG00000107159,202.274966409,254.892927247,221.934069881
ENSG00000107164,309.709344288,247.2998709194,260.547441482
ENSG00000107165,63.5370153858,123.535693348,79.7762361915
ENSG00000107175,504.695393241,493.936627001,564.025004072
ENSG00000107186,58.8492609038,135.7918048907,57.1172146035
ENSG00000107187,248.797291127,492.796011094,330.740746833
ENSG00000107201,344.078301038,443.538412775,577.500868797
ENSG00000107223,1607.20588776,1264.916263946,1175.747085482
ENSG00000107242,257.767507159,795.041605628,388.366502688
ENSG00000107262,736.695450906,685.285459724,844.189345949
ENSG00000107263,201.3458263679,96.0834712261,202.570443932
ENSG00000107281,187.6463874698,97.1802726792,118.7264785073
ENSG00000107282,35.0009247442,36.3685544466,53.3761793773
ENSG00000107290,1014.121045875,1055.617373173,907.428719722
ENSG00000107295,45.1797701106,70.3943138671,43.3823111729
ENSG00000107317,484.8041719224,75.8752721891,152.5243798219
ENSG00000107331,220.714735064,161.22858178,180.4149995
ENSG00000107338,78.5844298195,53.9233915609,126.7902173696
ENSG00000107372,3420.8459611,3843.13567657,4600.36237529
ENSG00000107404,237.829651169,278.454631876,232.948589957
ENSG00000107438,714.481574013,3405.679220346,902.662197418
ENSG00000107443,170.6684077335,124.5800234562,181.6078475797
ENSG00000107447,18.7702095795,14.6811445755,11.7314900076
ENSG00000107485,607.957226067,120.0251741355,177.2989735325
ENSG00000107518,62.6014526876,96.3520008864,69.8757032907
ENSG00000107521,332.718256125,429.275958826,500.710125408
ENSG00000107537,416.058983691,536.667709609,569.793304449
ENSG00000107551,396.8506280444,115.9340813509,575.0395477687
ENSG00000107554,217.190108689,358.666356328,291.647819432
ENSG00000107560,326.204310392,349.308439451,333.032735811
ENSG00000107562,117.9163546661,166.3603523332,154.1051513975
ENSG00000107566,551.843139099,516.056966599,698.061454974
ENSG00000107581,1580.63423504,872.825888292,1047.526797529
ENSG00000107593,94.7079855547,92.1836112027,132.8665903217
ENSG00000107611,19.130514672,13.275547998,14.0870329409
ENSG00000107614,129.2474434653,115.6690378253,101.6577745294
ENSG00000107625,1062.5690982752,741.3636362856,662.663974678
ENSG00000107643,202.848806272,295.113767554,276.581338767
ENSG00000107651,523.655687634,405.70436562,469.431391048
ENSG00000107672,627.37401658,556.9321453896,419.561068989
ENSG00000107679,427.442073804,287.8215527278,223.8374772011
ENSG00000107742,1143.522539644,953.320332242,537.733277798
ENSG00000107758,1870.897701623,1449.646502257,1410.772523595
ENSG00000107779,306.5536149441,447.2159764584,231.970229298
ENSG00000107789,347.821588602,575.8398137127,543.5032066808
ENSG00000107796,517.901974805,353.864091528,492.27383393
ENSG00000107798,5347.525292391,3922.785699634,7705.87778472
ENSG00000107807,19.4503363636,19.3258850717,20.445675026300002
ENSG00000107819,512.8135854283,315.5457651635,561.441265053
ENSG00000107821,20.7878839722,18.112954025,19.9218409586
ENSG00000107829,481.657382158,369.192055458,344.01731968
ENSG00000107831,5.9745121366,6.3267737277,6.6231712506
ENSG00000107833,204.1126012462,183.5202575133,161.0156294188
ENSG00000107854,839.042066836,698.206580739,902.06523969
ENSG00000107859,24.0723275496,22.3631519551,27.036495813
ENSG00000107862,386.182469896,426.174399476,366.37935467
ENSG00000107864,74.3367456807,90.4383409134,99.7606269367
ENSG00000107872,203.6430167505,122.0190387292,148.4271891199
ENSG00000107874,1211.898145711,1005.725650341,967.605615513
ENSG00000107890,111.823052332,127.8437220154,109.4929976983
ENSG00000107902,203.4872577809,269.515725453,196.5881206681
ENSG00000107929,566.066094047,622.619067427,642.789021074
ENSG00000107937,777.129673368,570.771260335,601.218166074
ENSG00000107949,303.256920303,180.6934009049,208.1548761262
ENSG00000107951,443.353846179,415.37145245,441.106423131
ENSG00000107957,139.1417663489,149.5422300914,144.87361497
ENSG00000107959,765.999851395,505.9437196192,602.700814362
ENSG00000107968,295.7535292823,432.5430188123,512.9800735514
ENSG00000107984,109.552434849,182.6186439282,131.5140652353
ENSG00000108010,1219.176402729,727.193247434,852.912106343
ENSG00000108039,1000.659883622,464.3921511234,917.997548359
ENSG00000108055,409.9140115617,252.485728888,207.9163470668
ENSG00000108061,1396.262492543,2193.31109202,1713.700812097
ENSG00000108064,394.512772423,310.297910794,279.730300893
ENSG00000108091,352.159578173,426.604003909,296.082406295
ENSG00000108094,565.365109237,529.496413975,640.207228897
ENSG00000108107,793.387462973,1308.214478912,985.951140971
ENSG00000108175,1422.558169502,1990.167068521,2489.090724436
ENSG00000108176,73.8882205805,130.8215547263,93.6914575473
ENSG00000108179,1021.087514048,1183.565918577,1849.647046568
ENSG00000108187,90.592465003,130.4353411792,162.1595580038
ENSG00000108219,1236.46003097,923.968060053,1047.990355555
ENSG00000108231,9.08672963,10.9104343309,9.5322547581
ENSG00000108239,237.3333385006,321.4889801376,310.1965319123
ENSG00000108242,114.7616122646,213.6804278409,151.2005204483
ENSG00000108244,76.3869395008,629.2089275122,691.8012585658
ENSG00000108255,12.9307599531,9.640993692,12.1934498549
ENSG00000108262,514.452424086,556.608291766,529.705486373
ENSG00000108309,131.0554303925,270.484356379,213.9503409585
ENSG00000108312,274.789060413,187.204480058,209.111737669
ENSG00000108342,18.2371054185,18.4425004057,17.9181066308
ENSG00000108344,667.51601349,371.331152738,505.952719072
ENSG00000108349,881.084030021,1012.850484839,1192.121942124
ENSG00000108352,11.8253110878,14.8676388221,17.2788473952
ENSG00000108370,118.8884265736,69.9775661212,72.6572208237
ENSG00000108375,66.1051593972,82.3242804359,68.8207268813
ENSG00000108379,67.0598144969,57.9810708212,73.2977633225
ENSG00000108381,29.0336038954,45.1958873502,31.9550659076
ENSG00000108384,292.167840423,191.9462560403,192.178502779
ENSG00000108387,55.0497288756,79.8418707311,64.1670625508
ENSG00000108389,818.753714679,1055.921954515,852.245682189
ENSG00000108395,704.841173086,712.983305853,691.411274545
ENSG00000108405,249.6081435327,766.0214299746,791.7162489097
ENSG00000108406,556.154739316,715.163229492,766.318638946
ENSG00000108417,121.0807736673,153.2143461781,129.4787117691
ENSG00000108423,239.769325989,256.178948902,209.82233488400001
ENSG00000108424,5550.57914155,4166.40395607,4202.05596784
ENSG00000108433,240.357718044,204.3289636473,207.871844228
ENSG00000108439,382.595637858,452.355177345,373.689787747
ENSG00000108443,131.4034384526,117.8217855164,94.8368157
ENSG00000108465,1729.886486534,2649.536650453,1441.357532863
ENSG00000108469,67.8851929327,90.027836932,74.4005755388
ENSG00000108474,357.856230323,709.444484718,361.277334336
ENSG00000108479,30.3560559202,19.8869314309,21.7863083863
ENSG00000108509,488.93719894,519.769739661,538.991206779
ENSG00000108510,1150.089445333,1053.022870535,987.581739721
ENSG00000108511,20.6295177443,47.6753544593,40.2991133829
ENSG00000108515,15.3375401249,25.6419619076,25.0455463407
ENSG00000108518,5070.23698755,3617.98277802,3136.8188807
ENSG00000108523,640.6975215,611.358790827,612.33007808
ENSG00000108528,773.635160522,840.2396748,740.729018326
ENSG00000108556,49.744242967,71.4431013058,57.4560856893
ENSG00000108559,572.742782006,685.2348042409,381.7268159
ENSG00000108561,1193.818995714,912.9053812075,780.038761409
ENSG00000108576,103.9446727422,183.7474784073,130.4306473735
ENSG00000108578,469.455870448,180.938330133,271.9364779588
ENSG00000108582,439.5692881508,595.1354292309,791.8442801322
ENSG00000108587,465.013898956,417.595830008,458.318860179
ENSG00000108588,827.249082634,704.350525185,838.604269594
ENSG00000108590,165.286529094,337.818909678,169.73893213
ENSG00000108591,368.654112975,213.9577816495,252.931801951
ENSG00000108592,843.93520415,859.571845664,781.829259035
ENSG00000108599,275.374192205,228.484706786,275.524022118
ENSG00000108602,38.9885561649,21.4297977416,32.2897498781
ENSG00000108604,642.83063201,511.620582503,584.528294296
ENSG00000108622,1685.5381101164,1590.0650611394,704.4495132236
ENSG00000108639,2721.68253763,2791.398964286,4147.750771742
ENSG00000108641,115.7526604702,227.4008797794,152.648166884
ENSG00000108651,823.073618385,1018.216636776,963.649052687
ENSG00000108654,9686.64098491,11848.78381639,9441.380189
ENSG00000108666,89.5764363069,41.0168685199,39.5607320084
ENSG00000108669,1046.261144923,1104.613239083,1003.863357283
ENSG00000108671,1320.895036482,1010.479208547,922.9294313
ENSG00000108679,794.65560006,516.193188166,1127.522090191
ENSG00000108688,103.5537872303,147.3211160093,177.2552391753
ENSG00000108691,926.07444956,1512.4038740132,2034.5108902286
ENSG00000108700,409.2120908508,269.1110642009,940.0676441722
ENSG00000108702,30.2961867384,121.2209899456,116.2915157957
ENSG00000108733,384.465779114,421.352039227,345.988581439
ENSG00000108759,84.0918180538,186.8645133999,119.9974882361
ENSG00000108771,146.0525666435,77.3659437825,250.9870588285
ENSG00000108773,402.517567622,704.8546047,375.629629935
ENSG00000108774,956.247287291,839.097655408,1342.079715258
ENSG00000108784,314.340198599,244.108464944,343.209664058
ENSG00000108786,36.192984429,47.8695985774,47.8460424514
ENSG00000108788,644.961109361,807.785565146,832.33907383
ENSG00000108797,261.396669254,485.319660248,325.470140223
ENSG00000108799,634.556346276,890.752076206,688.156325847
ENSG00000108813,81.0132546474,125.2492285329,100.8302123421
ENSG00000108821,85.5912216908,116.6763366825,111.8587553929
ENSG00000108823,5.4102816035,6.1464215625,6.2667632305
ENSG00000108828,1179.47677355,1210.253974578,1755.037615979
ENSG00000108829,1795.600889996,2168.078632935,2033.916378079
