Gene,Sample_1,Sample_2
CYP2C18,189.9422351079,174.550935007
CYP2C19,60.9813060266,28.5104599276
CYP2C8,92.1804918654,83.4753706368
CYP2C9,595.552857549,547.339331537
CYP2E1,108.7705924866,96.1991972877
CYP2J2,71.2867937273,74.3257371251
CYP2W1,63.7883134351,77.4304472314
CYP39A1,7.851144901,10.3433630811
CYP3A4,215.5554611223,201.5849388852
CYP3A43,9.3087167018,10.6167987014
CYP3A5,33.2905703894,37.2685981346
CYP3A7,144.2827457207,131.0692578846
CYP46A1,112.4492470292,103.8575701277
CYP4A11,356.3686083669,349.2243441982
CYP4B1,18.3493675567,14.6984793411
CYP4F11,5.7249108768,6.2297291228
CYP4F12,22.8822378526,48.0542500567
CYP4F2,17.1512824173,16.9847321742
CYP4F8,7.7590804907,8.7567440953
CYP51A1,172.8616276996,243.745776986
CYP7A1,45.4305087289,37.4482284271
CYP7B1,142.7208289639,147.7679016698
CYR61,44.6341520274,45.297671211
CYSLTR2,160.5693181019,169.2223344494
CYTH1,1239.379968891,1044.242861132
CYTH2,512.600696501,551.124146883
CYTH3,12.0420540357,13.556067361
CYTH4,805.667982936,795.425235742
CYTIP,2666.693280554,3190.607987862
CYTL1,58.5928028094,58.0602821152
D4S234E,304.5060614885,174.3997798808
DAAM1,252.1186555549,204.8753566916
DAAM2,269.3161357932,247.0578896604
DAB1,20.2849827959,21.6477279431
DAB2,301.4174962674,431.1171700617
DACH1,10.39728202,21.2194781325
DACT1,181.5596348174,174.1614131124
DAD1,3068.52328884,3085.354590564
DAG1,284.308794039,321.448415723
DAGLA,52.7546867053,64.3917005882
DAK,71.1487646361,77.1104461833
DALRD3,1071.151126871,910.119796862
DAO,258.0410770789,257.69456204
DAP,412.7245562012,526.48736965
DAP3,2273.590979422,2104.39271044
DAPK1,418.035997086,609.221437655
DAPK2,43.237183975,69.018128587
DAPK3,126.7568091318,133.2595653706
DAPP1,228.877235364,200.8255004735
DARC,27.4651246929,28.422224718
DARS,1250.171606785,1362.978951028
DARS2,339.446279048,351.827588213
DAXX,686.24919637,575.468497568
DAZAP1,804.294890939,792.109616369
DAZAP2,7811.05048096,7156.94143902
DAZL,71.7950545304,73.9111678028
DBC1,210.8141695538,173.2731960216
DBF4,838.478806096,835.067861977
DBF4B,69.9998560192,74.7757447429
DBH,17.1857492242,17.4515143189
DBI,4248.02309999,4507.60425484
DBN1,108.4270770725,72.6252663282
DBNDD1,73.3441558866,77.4895414179
DBP,279.476133147,267.870764513
DBR1,172.412754291,164.952635759
DBT,124.1214667548,123.3006433541
DCAF10,360.733986269,356.286112569
DCAF11,970.93773401,918.050754374
DCAF15,227.9169953253,218.3648201905
DCAF16,452.078577899,445.589066596
DCAF17,147.6647469102,133.2550453792
DCAF6,442.35955541,504.125831078
DCAF7,466.376527632,522.676177546
DCAF8,450.047031536,461.025875036
DCAKD,125.0438140831,137.3025745084
DCBLD2,13.8219912616,13.5521061092
DCC,201.0391575592,203.4428215808
DCHS1,91.6524151524,104.1502750344
DCHS2,27.8457844256,28.0390190039
DCI,411.203665769,443.121586051
DCK,838.9460851992,708.8255424136
DCLK1,83.5383370883,71.8469106484
DCLRE1A,164.6160221781,191.134717546
DCLRE1B,118.270906124,151.1172355374
DCLRE1C,282.625755066,302.615640198
DCN,224.8122987009,208.0132094654
DCP1A,782.97891305,822.506140113
DCP2,1097.633084868,1066.599994566
DCPS,529.4553592674,633.808267438
DCSTAMP,88.4413211554,108.0297793523
DCT,256.5758306538,234.547473383
DCTD,822.612465457,766.144791367
DCTN1,415.901843129,419.412104561
DCTN2,948.061313204,1072.003464293
DCTN3,1597.397004257,1567.798570498
DCTN4,384.29658089,452.178258724
DCTN5,425.938313193,438.487695328
DCTN6,810.658159235,874.543133395
DCTPP1,577.291952179,572.3044399048
DCUN1D2,165.6852350766,182.270901056
DCUN1D4,286.647462168,270.439796348
DCX,54.8431779371,54.278090373
DCXR,516.140051046,584.5127528788
DDA1,306.4976793886,334.9279935256
DDAH1,125.6515775444,118.7658542497
DDAH2,417.628726055,365.612170646
DDB1,2122.47172561,2075.990777778
DDB2,378.1072639198,566.2067759944
DDC,13.5367450855,13.2841473164
DDIT3,784.614894164,908.798180571
DDIT4,1949.265156875,1594.053037564
DDN,61.5597423957,75.9334061611
DDO,23.284599848,24.8932939768
DDOST,3330.3065433,3649.877173486
DDR1,693.177146706,669.790782157
DDR2,53.6296366896,63.5932635724
DDRGK1,881.314809897,873.389991568
DDT,440.553214003,476.137419714
DDX1,1124.593101632,1219.891346845
DDX10,984.017023592,961.349830857
DDX11,461.793877486,432.33650793100003
DDX17,1368.987634717,1225.004974669
DDX18,1229.234981003,1229.28863826
DDX19A,409.875426563,428.144822204
DDX21,2746.97258181,2776.44131446
DDX23,403.2518983216,444.0388066644
DDX24,1359.613274857,1300.062298206
DDX25,94.5797124945,98.1380137089
DDX27,1789.497716115,1622.106753574
DDX28,162.3873486708,175.422595161
DDX31,90.1613982469,120.1282487904
DDX39A,2867.318898602,2672.204710292
DDX39B,4974.22923192,4678.35144415
DDX3X,1223.087448464,1118.268772562
DDX3Y,867.0377896226,784.585872933
DDX4,11.6169758832,11.3214927993
DDX41,835.586676091,857.606687553
DDX42,1415.131449255,1350.728331601
DDX43,59.1549932804,62.0816535214
DDX46,2293.02878441,1950.956917805
DDX47,1777.06099764,1961.888665794
DDX49,233.8816617504,257.38219337
DDX5,12484.06832752,11034.0493649
DDX50,1107.9742614336,1088.5085758908
DDX51,35.1508846224,49.8991418903
DDX52,231.322030672,238.72324914
DDX54,395.725345614,456.479159857
DDX56,697.59819935,736.091916423
DDX58,277.210690168,277.907770601
DDX6,132.5765945625,151.4971261982
DDX60,535.4308048649,492.3689828587
DEAF1,404.18623042,401.125158488
DEC1,143.7822147968,123.0161642673
DECR1,1440.361203472,1485.715094439
DECR2,214.920047741,259.947575959
DEDD,408.120112502,417.213412885
DEF6,534.0945809003,546.7832559742
DEF8,63.5306942898,134.3765806988
DEFA4,317.9728656324,431.6912103097
DEFA5,246.303021403,229.892259135
DEFA6,42.4960357536,48.3796888311
DEFB1,48.6002407285,62.2736504448
DEFB126,121.0762714534,117.8003730782
DEGS1,649.664993181,709.093179212
DEK,3348.3076707441,2798.6879118183
DEM1,72.6139130064,67.0197830653
DENND1A,184.5867292023,212.1793170603
DENND1C,1093.233412147,1001.589253534
DENND2A,32.7670742357,32.0658980552
DENND2D,1840.7316007344,1815.7780206554
DENND3,563.320328954,619.252500723
DENND4B,1511.544559043,1516.494949946
DENND4C,376.155614735,355.874799719
DENND5A,1354.493708347,1539.623122121
DENND5B,70.4861746097,82.2017948802
DENR,1530.22759158,1390.471005557
DEPDC5,61.8994829473,89.5335669912
DEPTOR,214.4385529787,199.9586975546
DERA,440.601817094,533.534824533
DERL1,1072.834065183,1211.988924844
DERL2,670.0012030764,879.780682231
DES,57.5817439274,65.8979212933
DET1,359.597705115,353.67851095
DEXI,470.9432090826,514.540150755
DFFA,856.494340749,747.62971322
DFFB,204.166174587,191.970100826
DFNA5,296.191393475,343.5223679218
DFNB31,44.2908308628,78.6121605781
DGAT1,104.9462593099,126.1253570414
DGCR14,207.06576029,222.28205981
DGCR2,409.971300352,408.503054291
DGCR8,219.260863209,227.480511935
DGKA,1286.899400866,1099.417903879
DGKB,46.29973153,51.8172081494
DGKD,966.4859104456,1148.2785829088
DGKE,46.5583831479,52.7397423951
DGKG,76.2483684699,89.3569207532
DGKI,75.7220715338,71.5382594863
DGKQ,33.0023737435,34.9727233287
DGKZ,3412.54131851,3169.498242669
DGUOK,717.419813003,694.60317173
DHCR24,467.120624308,494.709181624
DHCR7,204.9252518383,219.3432726455
DHDDS,338.022858571,357.354675077
DHODH,222.894241777,212.203491426
DHPS,367.8732827676,429.561751837
DHRS1,863.267212851,887.330489443
DHRS11,77.3268335268,120.2020173785
DHRS12,204.1176584506,224.253435638
DHRS2,40.980292292,43.2442049428
DHRS3,235.3933311959,274.6921110483
DHRS7,1690.135159974,1584.39752817
DHRS7B,77.074964056,139.261026804
DHRS9,310.651090045,383.18256369
DHTKD1,208.578753708,240.3277662954
DHX15,2936.26672975,3160.26261748
DHX16,751.802456297,823.537694386
DHX29,431.101000129,458.861882421
DHX30,717.925749719,789.732884619
DHX32,806.63503582,825.020831766
DHX34,41.5126956987,60.5270800799
DHX35,108.1422752986,138.8858880811
DHX38,485.68442241,537.489647359
DHX40,545.065138959,559.822967292
DHX57,107.6126438666,108.6900015879
DHX58,72.8130776038,139.5664921466
DHX8,156.7592037661,237.8009124628
DHX9,762.79491262,714.760684619
DIABLO,1434.342990952,1376.16286679
DIAPH1,833.588458545,854.593541441
DIAPH2,203.192765242,218.219906597
DICER1,1025.782988014,1147.787274928
DIDO1,624.962400182,566.043760456
DIEXF,303.251241201,297.328831823
DIMT1L,777.672592171,750.99970048
DIO1,81.9769607299,78.4121824142
DIO2,116.5818025279,109.1916893304
DIO3,100.9889586706,94.1084825189
DIP2C,452.8958650352,408.6845632232
DIRAS2,60.4506844564,49.3571319438
DIRAS3,45.4590716557,50.2011941871
DIS3,294.804358089,296.085370095
DISC1,207.1087855676,221.478687461
DIXDC1,41.5289126203,43.6694451507
DKC1,913.268529643,931.795863686
DKFZP586I1420,1209.093571891,1291.557454862
DKK1,165.4474706465,155.1239954992
DKK2,44.6780992905,38.945112964
DKK3,38.8458308686,24.1161305341
DKK4,74.8447822258,68.1098137996
DKKL1,18.4798605375,24.7902727032
DLAT,290.766645282,301.0062491646
DLC1,162.1816089969,163.8090557192
DLD,1219.330818259,1323.084171305
DLEC1,32.2985572706,32.6683417726
DLEU1,512.739958894,452.382997114
DLG1,463.857125174,432.6883056
DLG2,86.9332770399,87.1744344336
DLG3,254.80358394,242.2462701306
DLG4,45.163076016,60.0181019044
DLG5,64.4928947382,117.1883535648
DLGAP1,51.8277204332,59.000251988
DLGAP2,107.3219834494,112.2836346867
DLGAP4,213.574839423,232.046232934
DLGAP5,196.1071976839,210.4431100352
DLK1,113.7764096048,104.8416840632
DLK2,82.0551463711,97.946149075
DLL3,91.2749058103,81.5970372724
DLST,1146.203093759,1044.423275069
DLX2,77.0281463706,82.7906313237
DLX4,119.6405124984,116.4672066385
DLX5,52.1383310623,58.6696553349
DLX6,38.9800634682,40.5154060259
DMBT1,329.872050702,307.985014009
DMC1,93.1798184386,94.2636481546
DMD,111.004249486,94.6614775339
DMP1,10.5686780539,11.8082360752
DMPK,122.5066065819,103.7520189934
DMRT1,74.0560930896,63.995470998
DMTF1,1086.394211472,1113.650043838
DMWD,532.964217648,514.600372764
DMXL1,462.6680589116,467.1610659936
DMXL2,253.6348679998,480.288078523
DNA2,164.0354212449,165.2888516919
DNAH17,102.9583391823,121.0587570701
DNAH3,91.6695368935,108.4750033574
DNAH7,281.7725915945,278.73233831
DNAH9,78.4564163555,82.4428641077
DNAI1,31.2914439891,29.4405040763
DNAI2,105.4058965902,97.5960871294
DNAJA1,2907.53082071,3258.05400845
DNAJA2,565.465787982,534.383567781
DNAJA3,1019.911829478,1056.506548416
DNAJB1,2219.971513813,1828.257273676
DNAJB12,217.761141383,259.728212353
DNAJB14,563.742377264,520.951540896
DNAJB2,269.1157538013,311.997360633
DNAJB4,67.2301224711,77.2299272905
DNAJB5,53.1240818431,59.3184672091
DNAJB6,294.4192876754,431.213159561
DNAJB9,888.182796166,983.012271097
DNAJC1,477.864658108,613.388739773
DNAJC10,610.518524584,623.1607339292
DNAJC11,612.006420423,542.681772269
DNAJC12,134.4967726121,131.1673984614
DNAJC13,456.719444994,492.246916306
DNAJC15,1453.249513332,1401.061256257
DNAJC16,304.520716583,293.855200627
DNAJC17,70.3088902331,68.22328852
DNAJC2,776.421489722,847.699202538
DNAJC22,202.6495625062,186.2858882516
DNAJC24,925.644087319,914.818165788
DNAJC28,25.6007333896,35.9039676259
DNAJC3,198.8132958834,288.0781652128
DNAJC4,366.9807658461,402.2377504224
DNAJC6,77.9226898313,83.309167133
DNAJC7,1287.382273162,1266.093537426
DNAJC8,385.648980031,393.761962036
DNAL4,83.224262953,81.2724147239
DNALI1,21.8937007129,21.396041692
DNASE1,11.9273550853,13.6084381823
DNASE1L1,311.373677138,350.163978648
DNASE1L2,45.8953199501,57.7492674786
DNASE1L3,177.2371952425,211.103708915
DNASE2,296.954652639,287.231463687
DNASE2B,47.2141555865,40.4216631091
DNM1,113.7660771276,106.5157515835
DNM1L,234.7907822456,308.57775305
DNM2,409.2352422,454.876730803
DNM3,143.6519715183,130.2322940048
DNMBP,288.110189672,303.468351631
DNMT1,1629.902554264,1598.134151783
DNMT3A,51.0185281701,60.3406777009
DNMT3B,97.63160361,98.2577519794
DNMT3L,17.1987942783,18.6642376908
DNPEP,786.032925138,804.444693277
DNTT,21.9538734292,28.7752558096
DNTTIP2,2560.21065139,2449.65187794
DOC2A,61.535125278,58.5243181497
DOCK1,502.640819611,519.184842153
DOCK10,884.503280031,823.089698764
DOCK2,1779.40579884,1909.88711778
DOCK3,14.8411528432,26.6811474284
DOCK4,171.2656558935,248.1691858722
DOCK5,262.1275837264,264.976346198
DOCK6,61.8359805887,60.0284150989
DOCK9,208.2040593294,167.6350371045
DOHH,202.047289591,250.1907185646
DOK1,425.598471922,471.258683876
DOK2,632.1608939085,755.8020454004
DOK3,92.5325546659,121.2414971821
DOK4,29.5176150555,33.6022803997
DOK5,524.1208741653,459.1511133206
DOLK,260.075679682,284.322009275
DOLPP1,930.796462545,900.876677703
DOM3Z,206.882302627,242.681485973
DONSON,252.5830692502,322.5463506945
DOPEY1,258.631361246,314.618607612
DOPEY2,335.1524523812,285.0838252464
DOT1L,15.4853348736,17.605900121
DPAGT1,578.650519524,649.693028747
DPEP1,214.2598590006,210.798215908
DPEP2,503.9641050739,623.4469822531
DPEP3,23.4121394411,23.5842242914
DPF1,43.8527352222,47.0650925272
DPF2,775.4963620741,738.2711374543
DPH2,299.494173169,300.345695756
DPH5,236.7488119022,219.717441851
DPM1,2266.543936272,2323.986014977
DPM2,462.873795215,493.018088234
DPM3,631.512776506,777.001667319
DPP3,146.1692038944,193.5654772364
DPP4,330.9163556418,312.116536249
DPP6,293.9428375638,282.5788784182
DPP8,1855.472595622,1880.40716983
DPPA4,60.7317677234,51.9295431757
DPT,18.3566889097,20.1671396146
DPY19L1,265.73936364,307.464508527
DPY19L4,220.4132724232,195.6133869717
DPYD,496.112758372,595.23994266
DPYS,51.8609590724,36.5903838436
DPYSL2,864.712774061,1167.5924046578
DPYSL3,125.2541896769,131.8139321665
DPYSL4,50.0691933532,62.2581009897
DR1,859.929987643,754.739437143
DRAM1,429.7026845051,665.8609948032
DRAP1,666.384407492,780.880901857
DRD1,26.1454983799,25.5158451145
DRD2,201.684187855,195.590917857
DRD3,8.4546956783,8.9284501066
DRD4,25.6730945178,36.3118696927
DRD5,348.230756856,339.968420514
DRG1,1825.519889242,1745.737326929
DRG2,303.638340114,292.962826105
DROSHA,686.700328062,754.336523979
DRP2,291.8165261785,276.4573579094
DSC1,151.005142962,176.9351229177
DSC2,78.9857679662,104.9201848653
DSC3,119.434892735,108.9931742194
DSCAM,46.2056919575,51.1867948344
DSCC1,76.6800568316,92.9273770861
DSCR3,233.1988271116,254.57801812
DSCR4,35.4515575762,30.9023691661
DSCR6,99.8220555667,95.2098695301
DSE,283.3816652148,470.8208534798
DSG1,47.1666406224,45.5484618584
DSG3,128.4779325077,138.5310079237
DSN1,150.7907279116,164.5354840336
DSP,480.4838369411,465.5660713023
DSPP,80.1419847578,90.2636266176
DST,93.8618108117,108.2491605782
DSTN,1856.914435554,1989.068016393
DSTYK,200.475061509,203.481588716
DTL,250.6782358893,284.7057223122
DTNA,102.5031911899,103.4436298768
DTNB,19.6812464238,22.8944933016
DTWD1,135.3124560741,150.2074576611
DTX2,89.7087648106,102.2952447325
DTX3,85.8744616179,78.0731678515
DTX4,1037.5415111181,977.7910728412
DTYMK,179.1120743507,186.5064121536
DUOX1,43.3375584056,44.0095958447
DUOX2,33.5142648581,28.1019380398
DUS1L,892.214407275,913.845924275
DUS2L,408.100275924,374.476176413
DUS4L,91.3268939145,105.7521536168
DUSP1,2661.1081962166,2281.126030118
DUSP10,287.460295006,358.524491918
DUSP11,1041.828192791,1081.263780842
DUSP12,893.088162716,864.128391568
DUSP13,207.665646828,214.501823112
DUSP14,226.0647771455,263.7558533901
DUSP2,1086.4889229978,441.5596737942
DUSP21,32.6576305502,31.5127973924
DUSP22,1889.000639694,1603.373528619
DUSP26,122.7210990482,162.4317775511
DUSP3,175.7608468507,229.3014480354
DUSP4,192.5352040833,264.0477028172
DUSP5,1311.894975074,1787.301695518
DUSP6,391.7288869559,624.9039366874
DUSP7,42.5842043202,52.1206910455
DUSP8,209.9072630631,188.733228354
DUSP9,125.592034176,123.4829427516
DUT,1108.070774136,1039.94408621
DVL1,302.348965623,325.185815796
DVL2,302.56153001,317.662528687
DVL3,362.954191146,431.319614957
DYNC1H1,688.75211547,789.631207218
DYNC1I1,203.1885276339,185.8248411498
DYNC1LI1,299.240109785,349.367749314
DYNC1LI2,482.63744582099997,556.519688494
DYNC2H1,144.7695252317,139.4724318183
DYNC2LI1,77.7784497747,88.7656611996
DYNLL1,5760.26766763,5808.20893326
DYNLRB1,3111.85986836,3029.03326949
DYNLT1,1577.949865315,2026.249025462
DYNLT3,2316.7995764,1996.82786471
DYRK1A,588.466467617,525.142522971
DYRK1B,42.0815052138,50.8996655441
DYRK2,670.0411883863,579.2413450239
DYRK3,123.3163161475,117.8916420662
DYRK4,204.1033931739,210.4240359559
DYSF,370.536243554,408.1456462805
DZIP1,38.2415816325,28.6931374087
DZIP3,213.7725593852,195.708937778
E2F1,232.334748866,215.03869016
E2F2,51.6903290257,50.3559818104
E2F3,175.8016281244,219.4706577944
E2F4,1164.711916107,1100.412243126
E2F5,349.5737565614,297.0736832794
E2F8,70.6585131792,84.3018473578
E4F1,289.252157046,322.126855866
EAF2,1627.311395791,1717.407636546
EAPP,1047.875706955,986.973582155
EBAG9,556.716033646,570.187715409
EBF2,21.6251365071,25.4429796282
EBI3,232.8453849917,856.2659916566
EBLN2,113.1633709625,149.3679385637
EBNA1BP2,336.301220883,361.636888305
EBP,494.482092605,544.465560177
ECD,398.61260995,447.934887474
ECE1,88.4217962067,117.1748028913
ECE2,150.6118702078,139.3724986502
ECEL1,114.8483463662,136.3825836185
ECH1,3362.63905503,3797.00529884
ECHDC1,710.188902282,746.31322807
ECHDC2,881.194069852,845.60034346
ECHDC3,212.4999983358,250.7043905838
ECHS1,1355.25848421,1329.504764636
ECM1,289.717052765,337.262213968
ECM2,205.0835007557,162.6644936001
ECRP,38.8153371197,52.6246339502
ECSIT,230.040718469,233.2734700012
ECT2,109.5890690506,120.1936462234
EDA,68.8005898477,67.0776077889
EDA2R,37.058606201,39.2609001122
EDAR,849.029052624,865.563225802
EDC3,111.589586966,115.4707720982
EDC4,328.8831123914,357.571384454
EDDM3A,30.9056623057,29.1067842031
EDDM3B,6.6770058139,7.1785548028
EDEM1,1581.042910192,1661.98317103
EDEM2,771.0812733,959.352140288
EDEM3,281.709804191,308.502846922
EDF1,1700.0275842840001,1833.653645332
EDIL3,81.5950169323,84.5965701739
EDN1,42.4558609339,126.9377853374
EDN2,26.0090833672,30.2417841291
EDN3,36.9338165947,41.9927338387
EDNRA,81.4204159109,79.5563829287
EDNRB,51.8609090023,60.0087405914
EEA1,86.237200923,96.9966499095
EED,199.3490086012,184.6850113396
EEF1A2,92.0152901099,120.5346689097
EEF1D,11079.04872109,9216.16111201
EEF1E1,700.679827963,658.499017197
EEF2,11643.56450623,10562.27636892
EFCAB1,39.8446019313,45.8777917237
EFCAB11,176.9478178099,185.7387345644
EFCAB2,29.3277773624,35.2914689368
EFCAB6,18.293791542,17.0549147562
EFEMP1,90.4225910626,83.9386966439
EFEMP2,219.152299737,244.788991826
EFHA1,1435.5493392179999,1305.821134126
EFHC1,69.0749732356,85.9194932467
EFHC2,178.0533686358,153.01090541
EFHD1,206.6064860087,195.4838406162
EFHD2,1172.889352331,1359.8315585
EFNA1,30.4829694081,41.6265367861
EFNA2,70.7126900816,66.8648636814
EFNA3,20.7931047456,30.0577576926
EFNA4,64.4658919873,74.3217297479
EFNA5,36.737272803,56.2723620206
EFNB1,83.4401905523,82.3791446197
EFNB2,88.945308084,104.6804268242
EFNB3,66.1208110794,69.5092385077
EFR3A,1013.598787432,942.0703045
EFS,26.348560633599998,25.9836478285
EFTUD1,480.63588097,466.518094603
EGF,160.2474556153,145.6327528733
EGFL6,275.8057696659,256.4383043236
EGFL7,34.8693435286,45.7623035704
EGFL8,142.7152177921,163.5185910656
EGFR,27.585929427,27.1400571678
EGLN1,753.109561626,668.126311102
EGLN2,593.623960512,633.333937374
EGLN3,160.4251323004,158.469955274
EGR1,455.984188608,520.330298269
EGR2,369.3091763666,515.8763611015
EGR3,247.0594880065,313.6138571938
EGR4,50.4560455166,56.5880845201
EHBP1,219.278009422,210.212473263
EHBP1L1,354.836395871,395.9930133946
EHD1,701.558185091,555.893894321
EHD2,42.016565218,45.2191480304
EHD3,241.8433884442,125.1125311646
EHD4,751.922484262,984.327662993
EHF,42.8068616009,43.4314197505
EHHADH,22.4016396842,26.8387194567
EHMT1,95.1254076539,100.5963072602
EHMT2,178.311109014,186.5428045672
EI24,277.27000119,328.111116069
EID1,596.484645611,616.025587119
EIF1,15043.76575556,13442.06665713
EIF1AX,810.045699124,695.125253835
EIF1AY,345.1198502033,369.75279917
EIF1B,3133.070035397,2997.804627308
EIF2AK1,3031.71788805,2884.98376673
EIF2AK2,236.0984124216,256.825518772
EIF2AK3,1754.741177105,1787.875425846
EIF2B1,1434.580852458,1387.016447754
EIF2B2,673.928297693,688.259960056
EIF2B3,627.656598405,636.522978583
EIF2B4,701.690027323,764.137983679
EIF2B5,594.461600906,617.791267114
EIF2C1,872.065561283,780.883332254
EIF2C3,278.557948092,335.893710272
EIF2C4,190.449193691,194.7950309655
EIF2D,941.113258667,1009.909166793
EIF2S1,728.587419671,769.821942236
EIF2S2,87.764896064,104.2804490356
EIF3A,1237.281558853,1367.40934287
EIF3B,1742.574185223,1793.465025862
EIF3D,3782.98326433,3573.83772568
EIF3E,8871.78925404,7926.44851631
EIF3G,3426.1167257,3343.52655505
EIF3H,8755.85353259,7728.25803393
EIF3I,3831.81516623,3799.09195352
EIF3J,322.463852273,357.353634659
EIF3K,5124.07035259,4680.93670035
EIF3L,9437.14650814,8847.72505269
EIF3M,1893.930957726,1882.174504366
EIF4A2,10252.96386397,9221.0108029
EIF4A3,1534.13388289,1941.65683683
EIF4E,615.7784850638,750.8517101038
EIF4E2,444.350059536,596.449364174
EIF4EBP1,213.73713492,300.9515814248
EIF4EBP2,573.222817569,605.694677782
EIF4ENIF1,534.726354048,505.544480017
EIF4G1,628.136783846,755.658456807
EIF4G2,6553.65454934,6140.67300518
EIF4G3,400.2325271,429.411024387
EIF5,1286.568731226,1362.936577592
EIF5A,451.4493162674,551.471300836
EIF5A2,84.8201794126,66.9944701372
EIF5B,492.453642526,524.503935631
EIF6,1563.598187007,1486.54273409
ELAC1,109.8776469521,104.3365193196
ELAC2,324.9932937038,348.6748474095
ELANE,41.7097484878,166.0355508976
ELAVL1,1192.508397932,1223.402786184
ELAVL2,37.2297304407,46.244460762
ELAVL3,21.6343357184,28.6089144298
ELAVL4,227.2538505353,188.5574035547
ELF1,1861.7806995,1852.821525654
ELF2,661.926881591,624.179617199
ELF3,234.760717732,235.845191061
ELF4,562.6598900856,722.25749814
ELF5,102.3661027217,88.3145475038
ELK1,997.096107217,950.351562477
ELK3,246.8444477356,230.4513803436
ELK4,108.9707746264,104.6408786265
ELL,133.6693283245,154.5680598088
ELL2,236.8043335793,412.9229158092
ELL3,216.4439678126,213.4591074268
ELMO1,703.103292932,655.161956882
ELMO2,400.270294619,450.830731242
ELMO3,37.7110164317,42.9481170692
ELN,54.5016793059,50.8428313657
ELOVL1,551.435564609,591.265031838
ELOVL2,42.916816532,48.1308232785
ELOVL4,20.162809832,9.3376633964
ELOVL5,4072.38918757,3633.17017011
ELOVL6,167.8855036717,168.3249032242
ELP3,320.958636434,300.217602693
ELP4,541.60227234,511.910436633
ELSPBP1,454.717502928,399.854704792
ELTD1,11.1523779066,9.6133113888
EMCN,7.2320875078,9.0184221575
EMD,361.205729912,363.128948517
EMG1,697.952855322,750.140002832
EMID1,127.2299707428,134.295278413
EMILIN1,9.9589339118,9.0996702652
EML1,52.166188292,50.4374968354
EML2,300.383729108,338.872432242
EML3,852.977429866,828.581838105
EML4,1038.629904367,919.896817071
EMP1,95.7379776724,107.9191002605
EMP2,331.235902438,371.764572742
EMP3,5581.847916295,5062.09933394
EMR1,388.087663811,884.657308946
EMR2,129.3190453189,337.2294734076
EMR3,99.0591871652,196.9311753988
EMX1,14.6957628557,15.6478985145
EMX2,11.3059691768,10.3768305771
EN1,53.4334585307,45.7932356579
EN2,85.1656955237,79.3532161249
ENAH,137.3584964648,109.6289192357
ENC1,208.1148799368,220.5924114823
ENDOD1,636.202774974,578.727714333
ENDOG,56.2777489136,60.0213583167
ENDOU,29.4604798572,33.2465696443
ENG,130.7971657132,167.3755032478
ENGASE,753.756266391,795.181203535
ENO1,5806.0170968,6852.50482381
ENO2,539.1464883709,810.9776906174
ENO3,21.1270009431,21.5295731048
ENOPH1,946.173539146,982.854949287
ENOSF1,317.0037508545,388.6872240936
ENOX1,146.1666794968,144.4133570261
ENOX2,153.317871919,157.6105068715
ENPEP,26.0421530939,21.1473633489
ENPP1,70.2217104168,65.2452674419
ENPP2,207.032854958,354.496209454
ENPP4,276.1138722014,258.548341948
ENSA,1360.993358067,1366.223318294
ENTPD1,427.8406010864,519.0917896028
ENTPD2,17.2249679661,18.508036082
ENTPD3,285.3011924587,258.8867302533
ENTPD4,530.105926401,491.5831477256
ENTPD5,230.270702162,221.4291203255
ENTPD6,370.008731241,448.448256712
ENTPD7,73.5778506124,94.1254250605
ENY2,690.0950019416,958.837855818
EP300,314.874577687,347.804512731
EP400,455.212420014,437.808750125
EPAS1,103.4242267087,177.4222616068
EPB41,96.7755334876,50.6122910387
EPB41L1,87.8122543821,94.5123097776
EPB41L2,282.905589425,296.9205722293
EPB41L3,102.0655151778,223.4413844163
EPB41L4A,52.5664318127,52.4175867384
EPB41L4B,399.7349790071,362.3712144976
EPB41L5,176.8588733408,175.7649816728
EPB42,18.108940131,19.3255290844
EPB49,364.709193241,331.540366173
EPCAM,29.249703783,30.4746100969
EPHA1,171.6791612516,186.0487863851
EPHA2,44.1645324654,60.4296361564
EPHA3,41.9169324782,37.4686377801
EPHA4,150.3260711836,105.8012944495
EPHA5,44.9391011131,35.3869083567
EPHA7,27.398532691,23.2424413565
EPHB1,39.226578986,37.9287739977
EPHB2,74.6183923233,85.2495079003
EPHB3,207.5523347303,190.4199104106
EPHB4,113.0099819694,118.6861924528
EPHB6,410.750491182,403.096806551
EPHX1,186.4128207162,244.6282067042
EPHX2,163.7776340828,224.5018153529
EPHX3,56.7217839432,73.70494229
EPM2A,142.9225314995,139.8019732701
EPM2AIP1,1313.295866761,1412.609687341
EPN1,26.6009175242,41.7255999254
EPN2,56.0137616912,68.0085384077
EPN3,11.1629832183,10.8970747215
EPO,33.2556294495,46.8922253057
EPOR,279.613621188,289.262812486
EPRS,1060.615586987,1032.535626966
EPS15,1099.809682269,957.06820053
EPS15L1,443.813772894,426.870849041
EPS8,104.8091076434,107.7290336368
EPS8L1,40.891581338,43.4520756101
EPS8L2,211.925680557,222.7132664555
EPS8L3,126.203155293,127.6647234736
EPYC,57.5883563294,57.3782376282
ERAL1,695.72171908,680.905836453
ERAP1,416.97058056,404.785674866
ERAP2,860.531877409,937.894256164
ERBB2,93.9713280932,100.888479871
