Gene,Sample_1,Sample_2,Sample_3
CAMK4,217.0692062412,255.6366796432,161.2675374603
CAMKK2,280.4304527963,347.496760437,388.4328447252
CAMKMT,102.4951287324,134.4841850292,97.6597368811
CAMKV,224.9018339345,369.869156892,256.0082425233
CAMLG,1240.979523269,1390.313000673,1023.514172406
CAMP,363.0051635023,376.1495404021,491.8656299758
CAMSAP1,235.10271966,203.8211667771,234.155861335
CAMSAP1L1,130.5279748754,153.0635252804,201.3499636033
CAMTA1,15.2349821001,17.6484308851,14.9322644459
CAMTA2,488.93719894,519.769739661,538.991206779
CAND1,542.290255792,412.47977963,444.572153461
CAND2,127.2313785145,135.5796172787,102.9908050745
CANT1,715.43121006,944.704427903,1185.031777114
CANX,3247.03367583,2591.0437143,2641.30091695
CAP1,5698.37843458,6326.38343769,7433.76117917
CAP2,74.2327445691,136.7854126438,98.7162495067
CAPG,1594.441367029,963.946523998,1829.515779006
CAPN1,423.696747869,295.497906022,422.395385165
CAPN10,68.1212682489,47.6762031644,51.0077007502
CAPN11,39.7068253803,51.5954731312,45.0216673759
CAPN2,6164.085760545,3451.341121675,2985.660291871
CAPN3,132.7547537809,200.4893632592,157.3779737774
CAPN5,162.7393219723,250.7292893379,203.291127847
CAPN6,17.3101399143,22.0919353839,21.9951346822
CAPN7,420.639685292,548.704309268,434.649198898
CAPN9,100.5773315,165.737208003,138.0243630985
CAPNS1,5230.66331064,3542.19723905,4305.25677637
CAPRIN1,1540.745836004,1194.823078446,1419.77625191
CAPRIN2,594.678629856,829.358372654,488.501259048
CAPZA2,1148.348091448,1277.589784133,1660.917605586
CAPZB,3363.45160645,3053.66013576,3152.88844295
CARD10,29.719990726,38.9943593208,39.8592448845
CARD14,42.9289442168,41.1862232204,47.5039536483
CARD8,1092.931056619,1195.951648037,1008.538340246
CARD9,201.9647077248,184.4894557554,345.0915855673
CARHSP1,255.4501252909,110.5843978278,146.2586209114
CARKD,738.440253554,486.743854345,623.592849227
CARM1,282.23352797,211.930388231,306.665546618
CARS,1329.042184605,1293.951710708,1248.320144444
CARS2,666.181427957,925.949006708,846.622297558
CARTPT,42.060503892,58.1329898032,51.4744171891
CASC1,35.6011154953,62.6300003056,49.9531249793
CASC3,881.084030021,1012.850484839,1192.121942124
CASD1,394.302284198,365.417055282,275.24493936
CASK,142.9163003817,85.1440862081,106.4350752409
CASKIN2,21.180496331,20.4899642209,23.8209428596
CASP1,1516.55586698,1181.921817869,1616.78938228
CASP10,220.6318747663,302.206491378,207.4049109341
CASP2,161.8677028957,151.3456801484,112.3103913056
CASP3,603.422914383,650.866293586,952.583522703
CASP4,844.292143711,985.976604883,1045.092995873
CASP5,73.8638920139,105.9900234285,175.8710862518
CASP6,202.393160336,150.3515658784,154.9210679364
CASP7,432.220756546,341.145991372,439.29820024000003
CASP8,1004.579775527,1304.092331412,1196.354670362
CASP8AP2,567.919703712,443.104237853,339.652490733
CASP9,445.75490578,601.955486478,546.511340014
CASQ1,194.0496190536,464.6130594168,314.024022174
CASQ2,31.3330431242,48.5662231193,38.3364513824
CASR,39.9215906841,51.0710437126,52.3276298221
CASS4,46.7891402241,135.6291558331,156.408259199
CAST,2069.52359022,1282.266801872,1477.793733881
CASZ1,392.881096509,627.334375819,516.253131758
CAT,1762.842723659,3836.293051668,4501.806182323
CATSPERB,82.5319810551,110.0512695765,76.786014778
CATSPERG,55.1096035288,49.3968733619,54.3235766232
CAV1,52.0126873037,182.8296969305,24.5887186395
CAV2,38.2683541094,67.9202928439,48.2342051971
CAV3,137.0216336375,252.114812446,190.0907973003
CBARA1,621.9548708,822.902720412,793.11154141
CBFA2T2,176.3306821567,118.2919693019,147.986924203
CBFA2T3,204.1169613732,545.242913486,396.3647072016
CBFB,1659.780670821,1637.838936741,1291.531502885
CBL,150.9676913575,206.1920286802,171.3405420647
CBLB,1691.646493194,892.029417728,963.589317466
CBLC,13.8466034968,13.9501389272,14.1708476917
CBLL1,226.1729800748,166.6871681193,157.0902394323
CBLN1,54.9176602977,55.8184678731,44.6004683068
CBR1,252.9088441905,103.3059714593,280.2284533474
CBR3,142.7665385181,147.7189397324,239.0349916989
CBR4,360.18289344,351.994043722,273.823849708
CBS,111.9920894788,116.5665551906,138.2449174138
CBX2,37.3740725911,49.7610519893,41.6898648516
CBX3,1489.619384409,1602.982192724,1400.946886501
CBX4,282.4995522239,386.542694467,364.5017633546
CBX5,263.8263931662,175.1124985671,187.6426624526
CBX6,1165.551285151,852.80917984,1174.925576499
CBX7,663.9235901243,867.4267952913,677.5842832499
CBX8,39.6043013306,32.1234239154,41.5418984238
CBY1,216.3793029001,182.4020142979,201.8521067812
CC2D1A,169.8411889007,103.8419812688,149.1485490299
CCBL1,304.4088051605,450.063143617,245.0702262797
CCBL2,883.426158473,765.546332094,950.652317093
CCBP2,135.3667779455,162.8994828202,130.4113198974
CCDC101,712.823424273,735.261840413,688.070755741
CCDC102B,26.1873895408,14.8682285448,30.1616391507
CCDC106,18.2144710599,14.2089048325,33.1159125769
CCDC109B,1662.789013639,1802.133780768,781.149131285
CCDC121,62.9226383406,69.4639323884,82.4949273213
CCDC130,304.9017354708,297.477922491,327.6321104122
CCDC134,52.2071770103,25.0570809874,51.7084430957
CCDC15,162.2463630706,177.6930886378,132.4626315804
CCDC19,37.1369842648,91.9293686268,107.4206706318
CCDC21,365.684284134,400.500322254,456.759896017
CCDC22,215.693246505,159.2554040917,170.753645701
CCDC25,266.933544318,303.756711243,205.992527957
CCDC28A,1081.744051239,1253.947099851,1447.616379566
CCDC28B,188.2332337368,106.9173600983,158.3316590662
CCDC33,122.3031117917,152.7311020718,133.9395942746
CCDC40,38.8207195943,32.1808544245,25.0130011493
CCDC41,148.311175871,178.2972193618,132.5393840296
CCDC46,97.0035391314,138.9215717015,126.2852816212
CCDC47,827.249082634,704.350525185,838.604269594
CCDC48,10.9090481114,9.4246551089,12.1117308836
CCDC51,389.542491531,402.45184529,379.147061093
CCDC53,901.084748769,752.221957074,723.694474432
CCDC56,1581.04894857,1248.881471175,1182.605599556
CCDC59,544.357197067,821.403841985,572.676690561
CCDC6,352.159578173,426.604003909,296.082406295
CCDC64,242.0408045302,236.7017202,200.0416473846
CCDC68,60.471807953,132.6319679336,82.1088514168
CCDC69,873.7383161155,569.935212449,516.8401061969
CCDC70,44.4631007759,55.9994776064,55.960792913
CCDC76,351.711697082,486.1319356892,278.811775596
CCDC81,101.6789160279,150.3661898787,114.1573492392
CCDC85B,155.7698389094,104.5291825234,88.2423061693
CCDC86,540.494731725,660.936297733,524.238913623
CCDC87,46.3812600042,44.1920294691,40.2903854429
CCDC88A,230.1196143472,99.163583819,269.1715529054
CCDC9,488.048875524,720.857351112,579.328910956
CCDC90A,596.287214216,463.6847785794,771.432320983
CCDC90B,1106.025058633,1337.373338857,1180.152147765
CCDC91,404.540632387,402.1226671142,275.479936603
CCDC92,1708.228707911,977.954149129,1234.193535439
CCDC93,283.698513456,274.403621101,329.198979835
CCDC94,187.19940475799999,115.6142953459,211.4225346738
CCDC99,213.673304656,174.6489718157,178.8094495969
CCHCR1,106.4536208018,82.7359963694,87.2071819661
CCIN,26.480745955,24.7780347935,25.9359024909
CCK,29.3923940692,24.3639512966,22.7969108542
CCKAR,29.6763632165,40.2038566716,35.1372195656
CCKBR,101.1048900589,141.2330162847,126.2869438318
CCL1,30.2961867384,121.2209899456,116.2915157957
CCL11,74.9668329307,120.625088976,94.2022015236
CCL13,419.5619389801,472.3176408771,1425.3340620219
CCL14,228.3914176873,148.666545521,517.1160053515
CCL15,238.9114412758,34.6226456696,431.8892101585
CCL16,61.6086365147,110.6205932095,105.2519517688
CCL17,215.77883037429999,300.6195397911,646.1698874382
CCL18,741.4999988254,339.1686473072,1922.8128383197
CCL19,1748.3535218738,196.908083795,3179.5963256167
CCL2,926.07444956,1512.4038740132,2034.5108902286
CCL20,177.2062765011,524.4753954696,541.7221104307
CCL21,51.6399894814,50.6394773119,46.622006124
CCL22,692.7487905804,1069.9815919233,2178.5119810259
CCL23,268.3060636544,242.2184838689,875.4146876458
CCL24,81.338855588,70.8126713344,124.7901930334
CCL25,80.4618801122,52.7373697979,62.0156976222
CCL27,38.7155793706,42.9454697757,41.8033598413
CCL4,11504.367359577,5034.534055821,7392.630076526
CCL5,8257.1691419806,1106.8738948084,3533.1284603899
CCL7,103.5537872303,147.3211160093,177.2552391753
CCL8,409.2120908508,269.1110642009,940.0676441722
CCNA1,214.5336320398,797.9358114325,711.7748878044
CCNA2,141.0211946772,125.9211118548,67.0777579841
CCNB1,174.3414354707,201.9457477451,129.4001863024
CCNB1IP1,513.017803966,528.3012471828,326.131701893
CCNB2,235.4302348806,212.580088526,213.827078204
CCNC,1537.419398258,1510.471290392,1184.558197672
CCND1,75.1041197693,108.1513914714,107.9959459358
CCND2,1531.3915657915,440.535802955,463.9903538545
CCND3,4534.735927985,2930.589696701,2265.883854528
CCNE1,143.0057263298,165.3787271077,133.6422117036
CCNE2,121.9394828985,143.359765208,106.0437514393
CCNF,106.5957972581,60.262179926,69.0357053393
CCNG1,1872.35246343,2230.898870847,1555.87644866
CCNG2,521.513696758,1253.439941995,1289.449059785
CCNH,1160.900420435,1584.407563802,1625.508230519
CCNI,5450.00817292,6466.9243694,5401.51180241
CCNJ,170.6684077335,124.5800234562,181.6078475797
CCNJL,201.6155741054,361.3402317238,364.929132349
CCNK,17.0147920768,18.5399932777,17.0535199428
CCNL1,2653.927705282,5116.439698362,3746.458637162
CCNL2,402.139975386,418.7306803772,350.456106521
CCNO,66.939354071,85.9140171348,79.7381968299
CCNT1,225.7981003006,193.0140794974,188.9535931969
CCNT2,231.044491282,268.485976111,262.384405752
CCPG1,318.6654462497,619.755502733,611.7967333213
CCR1,1201.682042947,796.1846555785,1536.0250788586
CCR10,74.4004659833,143.8301235798,79.7376615669
CCR2,567.0675825725,373.2540329249,241.0353775578
CCR3,85.8823514039,1085.3319797421,1258.1338309908
CCR4,235.6251021704,238.7500104541,186.5854943111
CCR5,1051.6289224924,223.7987111446,695.170392566
CCR6,97.9808371367,140.3154518325,47.7265142246
CCR7,2136.5191471204,2132.0008749878,2769.1597322642
CCR8,99.7840910271,168.7460121454,128.0582882359
CCR9,131.1093515876,322.1948578756,142.0787078186
CCRL2,270.7655652394,195.7279387012,411.5369239421
CCRN4L,247.472424038,336.091641405,306.026466891
CCS,373.101381677,398.538233147,312.153656306
CCT2,1983.021387935,1592.980381606,1196.818779162
CCT3,2893.8790568,2097.817673035,1656.095114284
CCT4,3582.18575069,2791.440711736,2582.30833456
CCT5,3211.11396905,2398.13018773,2447.92007293
CCT6A,696.541232636,411.4618581342,512.989830504
CCT6B,146.0654813282,232.73546933,200.2181718428
CCT7,1410.325941895,1046.6501154177,913.164400308
CCT8,6197.1126601,5192.267420447,4459.66628463
CCT8L2,18.4719391893,26.9312825636,16.2091300566
CD101,184.0596377333,211.9461723418,228.981484652
CD14,2753.7795812875,1727.4167677173,4012.6735514932
CD151,116.2657503259,62.13433597,147.9014120639
CD160,971.8429337605,271.4708161008,333.5154396929
CD163,1804.2495895791,739.1189332044,3379.0037624875
CD164,2677.13894576,2464.45508969,2349.20919084
CD177,157.7090897946,242.962104576,223.3136095293
CD180,227.993647092,693.2409100719,407.1893179022
CD19,136.1326998204,2153.4025489253,190.1460536757
CD1A,515.411224985,839.988697954,1470.87373525
CD1B,475.016947864,792.3539707096,1555.7005738124
CD1C,294.9850222784,861.7915353978,910.5817174151
CD1D,379.8450024282,148.5622058134,159.0430901604
CD1E,242.1876501122,267.0856388237,827.1789513539
CD2,4390.837772481,1367.761758363,1254.388780916
CD200,197.1778655207,392.1405175966,181.7176825651
CD207,110.1932031006,235.5496577843,173.3855704349
CD209,217.7187187925,156.4095845433,609.1957051039
CD22,68.5251680704,844.4453247844,115.519862306
CD226,295.9840157667,164.6497589196,187.5384683224
CD244,845.38923383,377.7516293618,535.2852415115
CD247,7598.3592022521,771.4485042837,1608.8708187757
CD248,236.322265095,371.495204391,247.396692892
CD27,1404.2467454379,1787.074063311,553.7361200523
CD28,388.4679658538,206.6699858894,185.2610506753
CD2AP,505.865132111,463.865578225,463.565259493
CD2BP2,519.815706969,411.906997225,547.279568167
CD300A,2356.5987073262,1226.7211582475,1907.6957710004
CD300C,248.1878171243,116.918858594,211.7050428168
CD302,1021.0932830502,1266.5755814325,1961.5904149447
CD320,161.8258193487,93.5712412478,92.7028423482
CD33,279.0268617818,160.5562027143,302.7204437435
CD34,197.4008378339,312.0828825597,221.805562726
CD36,845.0940649472,210.2616648594,845.6062509168
CD37,2258.0178300125,5129.0684464865,1841.7735428815
CD38,1370.6983092076,1494.295121567,1692.0336656702
CD3D,4022.9508131591,1827.3592044233,1250.9289662131
CD3E,1231.472857871,1224.159865032,592.961880502
CD3EAP,71.2811566927,93.8594088142,91.3764888883
CD3G,565.457240978,427.9338109207,178.0834823618
CD4,1662.7802804985,508.844711143,1844.0742347196
CD40,1014.636614065,797.689324682,1822.036307163
CD40LG,157.8141851895,85.7887573569,56.5022290632
CD44,3194.78828727,2438.17226161,3281.18643723
CD46,1145.447430707,1733.137537956,2007.263551266
CD47,1624.140452313,1809.281275912,1477.412868548
CD48,8628.612978214,6958.629069304,4232.410578796
CD5,630.050114373,394.90252417,359.82704561
CD52,5729.409964018,8204.104654161,4459.907936364
CD53,12318.88581588,11041.16149113,10870.44358827
CD55,691.3645979385,2307.441026422,2087.8368956611
CD58,1218.995843308,1052.730459351,1782.945926702
CD59,1163.561140805,1070.189466159,1949.629686472
CD5L,107.3019094173,171.0938562567,126.5544033289
CD6,644.1633840353,340.574886442,242.5550227893
CD63,8854.564294063,6701.80480183,12748.739964809
CD68,396.6660712542,117.8636237687,626.8924347009
CD69,2343.121653999,3474.3607317572,1544.5965611731
CD7,1470.8445423847,258.7933131639,397.2419331472
CD70,347.771527903,330.316541483,306.688735816
CD72,27.4320717445,275.7965142873,26.6422666586
CD74,13267.09613805,10899.17386031,16155.00623999
CD79A,213.5131726221,3718.6015418005,212.966535811
CD79B,275.0300450925,1756.8530028979,168.0364893483
CD80,408.0222305017,310.7411878872,726.018013601
CD81,4721.55917992,3390.300727646,4658.22790493
CD82,629.729481687,1341.630838587,758.470384643
CD83,1981.630866697,3867.747179589,4211.645862185
CD84,499.426481806,597.272885886,778.301943727
CD86,541.113212685,430.8624119717,952.1239324242
CD8A,656.3364215507,898.0764307185,304.943666161
CD8B,68.4621710946,246.2850566553,23.551757203
CD9,668.759649167,2133.007794185,2529.173742897
CD93,880.0592688595,741.7356556245,1010.643786721
CD96,1285.2009565568,312.5288251443,409.2428386282
CD97,2640.073925757,2345.0558632746,2954.319451215
CDA,187.8765111185,678.5717134814,855.8269582741
CDADC1,107.4623447059,101.6063705987,106.3795354544
CDC123,1575.96755548,2119.38455092,1931.9064628
CDC14A,105.2443205577,125.7932615306,99.0728075383
CDC14B,167.2539076777,345.8813860879,233.7264305379
CDC16,1109.667613123,1223.899805859,983.066791462
CDC20,142.1946630537,96.0132025635,65.5314287087
CDC23,530.85144492,366.084291033,415.766582296
CDC25A,46.2630781247,22.2054735007,23.9122480082
CDC25B,1838.8677167,1847.772656301,1049.410487957
CDC25C,70.5584187942,92.556272066,69.3720898332
CDC27,395.967522481,414.674605669,389.748974631
CDC34,444.393297097,417.708695709,545.776993415
CDC37,764.656467988,382.011337819,627.479774271
CDC37L1,296.650001319,311.612860274,283.339732906
CDC40,185.0292326042,173.0826505998,171.9910866484
CDC42,282.928171672,489.925290607,376.025203607
CDC42BPA,57.9071255046,87.5200074393,81.7532719581
CDC42BPB,127.5451567519,49.6682082933,206.0995068394
CDC42EP1,101.4404055205,125.9470131597,111.5449832421
CDC42EP2,57.9048556615,108.3872056514,167.1213511592
CDC42EP3,624.65405043,654.6100024111,749.0880074322
CDC42EP4,82.234736512,109.8820096615,120.7676132969
CDC42SE1,2340.737245286,3973.080328132,3287.27936323
CDC45,112.9994603928,27.0832629929,24.2058068778
CDC5L,583.183259638,490.35412262,579.366572094
CDC6,164.3031363981,137.7330430704,91.5905991721
CDC7,430.748945053,365.231916611,236.463060801
CDC73,540.018861235,550.297837548,749.093500141
CDCA3,99.2830236524,58.6382282309,64.2860714285
CDCA4,618.74808526,643.346762427,531.136116028
CDCA8,131.7434645334,67.2110596431,58.6708895935
CDCP1,86.5620292832,113.2872780624,153.1462639668
CDH1,24.5862511017,26.3911342249,20.3481646976
CDH10,122.1869085599,243.2167936373,153.75878820330001
CDH11,45.464018458300004,89.6662947748,41.5726051965
CDH12,43.5723373553,26.8961975901,39.3210442804
CDH13,6.5673253496,8.7879589657,6.6777916848
CDH15,43.6642499332,36.1779690694,42.7680152851
CDH16,10.6723935536,12.0538111899,13.854323085
CDH17,27.023528191,48.8475225459,52.3650507076
CDH18,142.6077692859,256.0695628856,174.1738616167
CDH19,44.3536322415,60.4068636653,41.574576024
CDH2,114.8707566217,141.4100071038,184.367060037
CDH20,9.02988799,12.614900007,9.7320732163
CDH22,50.4109016881,50.8894550368,57.2647042937
CDH3,16.7429169721,21.3922437753,16.7973021446
CDH4,12.9655549391,8.7267793591,10.2985943443
CDH5,41.2342322229,74.0278454274,52.7819848236
CDH6,38.7530402349,55.2281217485,41.9029922004
CDH7,15.2091954235,15.916576851,13.1045115126
CDH8,82.3386957681,129.1775993577,109.7003895143
CDH9,55.5599984306,59.6937965782,58.6085556056
CDHR1,67.2675398617,19.335071422,26.6805093899
CDHR2,275.800443333,358.389285434,244.266027268
CDHR5,13.2658173113,11.4346305467,11.9424804862
CDIPT,1993.6586239600001,2298.03820128,2301.27916363
CDK1,219.2327892748,197.9624464658,134.4317359384
CDK10,187.266467893,103.0390340529,99.9224023408
CDK12,342.89546263,258.739970022,290.899227402
CDK13,419.215990817,411.997440938,337.473471966
CDK14,151.4248877832,466.540155998,241.1681327368
CDK16,316.283757092,372.467750402,398.251770905
CDK17,489.420740934,599.338952039,533.396711678
CDK18,93.6940233798,87.564668086,117.2670899823
CDK19,519.417360932,508.691201867,636.896023489
CDK2,463.100369783,483.053795829,403.662127635
CDK20,130.1661282545,224.6509998787,169.8348170354
CDK2AP1,1321.863951779,1734.135013038,2183.469646368
CDK2AP2,615.654273577,211.8829097732,243.922233411
CDK3,160.700424915,214.694979804,194.817134484
CDK4,1294.406656855,1321.999884446,1114.498317243
CDK5,283.0432308745,180.0780033237,273.08879900110003
CDK5R1,106.5030539443,83.5442073519,81.3090280765
CDK5R2,21.4861134429,26.8262969538,18.4760678648
CDK5RAP1,573.823356107,492.034012501,421.423319678
CDK5RAP2,485.684505875,467.494123636,479.961529512
CDK5RAP3,1729.886486534,2649.536650453,1441.357532863
CDK6,75.0577352748,35.0389138143,39.4409904108
CDK7,417.6646452788,361.2452410664,504.89010152
CDK9,328.702874993,289.239696642,321.356469859
CDKAL1,40.958202101,32.9078271192,34.2686492536
CDKL1,29.7190086932,21.7533001562,22.8427616865
CDKL2,38.9157978871,27.5764817933,33.3389717187
CDKL3,157.2355060934,172.933217191,151.5609307036
CDKL5,17.1724829898,12.5026587678,16.1132931221
CDKN1A,1400.7965413996,1240.4239435865,2956.2120554331
CDKN1B,2093.203232945,2433.357372774,1898.575380267
CDKN1C,88.1213839237,31.8531393113,90.0460826344
CDKN2A,102.778819111,155.6492684791,142.1941596787
CDKN2AIP,513.126518198,566.931839112,484.508582417
CDKN2B,8.6169721331,7.8381004025,9.1146924421
CDKN2B-AS1,324.562954137,816.153827518,419.541896025
CDKN2C,185.0132073226,124.1071968535,144.3932389412
CDKN2D,291.0893897075,617.2348468481,499.7351606533
CDKN3,219.474151121,247.612632926,189.026774518
CDO1,123.3634267105,184.4830483553,123.8106976138
CDON,27.5634334157,15.3288084278,30.763890119
CDR1,14.1426817765,12.6426095875,8.5742011197
CDR2,772.088972118,564.9915291124,571.326313102
CDR2L,46.4423520085,29.1928589245,133.5128998787
CDS1,13.3610948209,6.7300549308,11.4042010072
CDS2,552.73874283,706.54655072,839.211916944
CDSN,24.4114004787,26.7374934527,25.8901013431
CDT1,109.774281065,64.1673540359,53.1708636372
CDV3,770.397352856,820.122611322,798.961985697
CDX1,27.5868360109,44.6401183912,34.1461520224
CDX2,24.7739296777,16.7002890259,21.6132996821
CDX4,19.5929522991,19.6473531807,20.9528471024
CDYL,204.7074173647,114.8918757304,218.6680018111
CEACAM1,187.7917616544,408.3678408699,388.5045804689
CEACAM21,184.3335083502,148.6449644192,126.5343153059
CEACAM3,137.4319400555,442.4118911147,531.861219213
CEACAM4,229.3217821935,358.1726935673,432.9094672306
CEACAM5,258.336371538,677.01305336,379.387427536
CEACAM6,236.2234504352,288.927827825,238.0781333097
CEACAM7,50.1316618969,69.238525146,50.860394358
CEACAM8,244.1231707916,381.0655440199,325.8619908971
CEBPA,1142.4220849712,436.333623491,1671.6667523829
CEBPB,6270.061286604,7775.124754098,11372.589084766
CEBPD,3670.1569067207,2897.2176638665,4708.4488970028
CEBPE,146.04511516,251.468030742,273.0449462308
CEBPG,506.7681665407,307.8329003806,427.1494500503
CEBPZ,997.836207792,673.4769474451,898.727206639
CECR1,4448.827940818,2829.742523316,5257.392603846
CECR5,770.582546704,540.245382455,596.575731861
CEL,15.3222431069,12.9399150696,15.4457609913
CELA2A,28.548808169,33.0463698785,35.2824301532
CELA2B,71.4452144007,73.3147881547,89.6910575509
CELA3A,190.138456248,417.003632517,234.362009662
CELA3B,67.9383774087,62.6154893016,78.1941071449
CELF1,166.3969261571,145.5609240564,145.177647313
CELF2,1577.451026138,1691.607385838,1615.42433478
CELF3,75.272014558,102.3680100485,89.6086525244
CELP,23.4046426466,27.8281865961,23.5658901451
CELSR1,28.7017848266,33.9561704713,32.3340588651
CELSR2,176.6941335408,182.53797316040001,160.0529764406
CELSR3,93.2402698746,100.4370702381,88.3753995069
CEMP1,51.579690983,26.9965560165,39.3306628191
CEND1,205.506378211,293.77354428,248.108483048
CENPA,107.090283417,107.1066311518,82.996139132
CENPB,219.5929650478,129.6784351827,169.8293331226
CENPC1,543.311267924,740.415415746,748.777506476
CENPE,46.0933609809,50.5464143531,37.659721425
CENPF,137.2480252302,140.656369319,116.7747465977
CENPI,59.5258125096,70.0352978869,63.4098155683
CENPJ,152.0166789658,138.0645057609,112.4149742404
CENPM,144.5486770322,106.2411457196,47.353887515
CENPN,95.462897105,87.5778795584,97.469632106
CENPO,146.1737029907,147.8027729638,148.1374100811
CENPQ,99.5474191146,97.781037342,88.4040429137
CENPT,247.3652765246,178.3498810586,204.9684010222
CEP110,414.945778275,687.405955418,434.193743141
CEP135,312.485334474,305.160833555,293.837431558
CEP164,181.2366489334,211.7826317002,205.273561267
CEP192,335.608740112,316.2441072141,357.385203321
CEP250,233.097094047,288.756239205,251.80218198
CEP290,60.9596522933,52.3723751988,39.9061176204
CEP350,755.369147068,717.376017024,614.033078383
CEP55,133.6928510425,55.6549926074,44.6457765453
CEP57,456.402683605,423.337552149,357.351188234
CEP63,231.793292184,449.396988969,512.317785239
CEP68,318.670945318,460.066665627,324.862462265
CEP70,173.5314957848,245.4018965007,145.3746903667
CEP72,155.3557494977,91.3919777184,85.7780834862
CEP76,162.1365459125,127.1644243172,136.84976005
CEPT1,480.319852281,362.384485425,428.711225666
CER1,289.741478625,590.496910217,333.427879206
CERK,1467.547516973,1337.930912748,1284.899349129
CES2,619.892330267,621.863562767,622.039162576
CETN1,209.3548302808,467.1565763984,243.1904620537
CETN2,378.497864247,409.0953319984,449.043129212
CETN3,477.411909253,353.2474267144,350.586565236
CETP,16.2423167648,17.0445090332,13.6439061011
CFB,898.962017694,144.0798880453,1646.4794621475
CFD,802.613451002,1876.8915423321,3119.9930696079
CFDP1,442.351679745,297.314071001,429.646574627
CFH,85.1455866155,61.5281494756,133.8678219628
CFHR2,118.652537204,238.5260949666,119.9992911327
CFHR5,3.0895165867,3.5568981312,3.4440924084
CFI,59.8311036675,116.0747128034,87.4853590498
CFLAR,1850.83337947,1938.604445714,2524.337970527
CFP,555.315051774,420.7063152116,788.3126620582
CFTR,14.1439796936,16.8959756187,15.1080855269
CGA,23.4406120358,35.8357833351,25.5565257004
CGGBP1,1433.529508818,2050.876930585,1438.196011823
CGREF1,27.0978568945,60.0267391056,46.4947843204
CGRRF1,456.809438458,536.108914219,500.07321412700003
CH25H,100.6685522552,120.1030916019,150.2796690049
CHAC1,147.2601408204,131.4722331769,125.7497225959
CHAD,14.1733252533,18.0399024935,16.2746903285
CHAF1A,208.2394602986,126.9901228788,137.8037896448
CHAF1B,57.6374060697,20.0264267179,21.2279371522
CHAT,104.2783091165,115.2658816459,125.1466842693
CHCHD2,4128.26926027,3479.43118953,3440.57010051
CHCHD3,462.2759127988,231.3533324406,388.7000342334
CHCHD7,623.85851063,702.624906115,741.096941568
CHCHD8,470.474120456,406.627464328,389.832026469
CHD1,1091.207212401,1461.492606732,1505.982938107
CHD1L,413.892734305,402.112025673,366.78371328
CHD3,910.268956214,534.35869537,591.676941658
CHD4,806.747745876,737.819686592,692.559862899
CHD5,51.558142782,94.5515808606,66.7316860514
CHD7,302.782767186,1371.794566232,915.658193402
CHD8,895.746013614,730.199697563,667.228450674
CHD9,575.714264576,546.335919675,493.557273017
CHEK1,212.8653034487,105.1570842904,84.0848673523
CHERP,435.052337912,482.468962877,495.157924497
CHFR,1429.296929634,1541.801800918,1744.19156703
CHGA,34.5710474148,55.3471246659,53.3559303847
CHGB,178.9046896256,183.4690142102,145.7836952062
CHI3L1,953.4865744695,777.8945362723,1771.9241742602
CHI3L2,565.475602351,358.838052026,441.185867865
CHIA,84.7390912177,97.95874504,74.9617932558
CHIC2,811.922093999,1050.780991259,1074.472016794
CHIT1,54.3425857377,64.3621604039,83.7314708441
CHKA,204.391716102,299.6907191706,421.0584897424
CHKB,1118.669152113,1845.679674712,1241.479462395
CHL1,20.6194917513,39.4314050289,20.4899397285
CHM,31.3424690069,17.1377700469,23.4240218347
CHML,54.7400068309,59.7747874564,53.2762463774
CHMP1A,684.324900867,590.372089325,687.760059256
CHMP1B,1242.415412374,2681.349352478,1852.96946591
CHMP2A,1459.887765065,1522.403922638,1857.175772735
CHMP2B,584.223717034,876.5126776,1022.44242582
CHMP4A,969.374632288,663.210357837,780.016769764
CHMP5,595.128152333,587.504354112,859.934311263
CHMP6,298.3098569425,164.763923735,223.027781389
CHMP7,852.818787051,895.938675937,557.04448121
CHN1,41.8365565059,53.6421452851,38.275876443
CHN2,219.0675561659,174.1291216699,231.5668073879
CHODL,58.5737099022,71.9494094487,48.5319295977
CHORDC1,987.595879867,1182.001443735,1106.492717454
CHP,534.605507049,711.499175946,753.54911325
CHP2,15.4851068884,26.985760991,23.5978893693
CHPF,280.306319803,421.886778321,304.687743144
CHPF2,550.571712482,642.170489597,606.798050244
CHPT1,668.073669744,2362.580474938,1426.088938381
CHRD,109.7978382136,177.3395336985,139.5859206754
CHRM2,84.3906537046,228.8349011505,105.6273650992
CHRM4,85.1576390152,147.5671462334,93.5861725137
CHRM5,132.3628517153,177.3254831302,155.1872287611
CHRNA1,100.464370197,188.8347497925,152.8110110401
CHRNA10,112.6184878391,152.6645031954,150.936615865
CHRNA2,300.238941707,429.240440568,339.925991543
CHRNA3,53.4041941365,102.7974863418,88.6852234269
CHRNA4,12.5087610533,11.9611685034,12.8281193684
CHRNA5,117.7820468229,136.1603398987,112.6030621774
CHRNA6,208.648119603,234.168896632,220.117210413
CHRNA9,116.5572884196,189.4030747415,139.7939124208
CHRNB1,204.896730036,161.8949277879,144.8269985914
CHRNB2,173.9583884749,229.880607021,175.5081350206
CHRNB3,144.0157005812,228.1301095193,179.9965051717
CHRNB4,79.8621587695,137.595158253,102.3864546775
CHRND,31.3671621815,42.5316271765,40.4611404821
CHRNE,49.744242967,71.4431013058,57.4560856893
